time	232Th	228Ra	228Ac	228Th	224Ra	220Rn	216Po	212Pb	212Bi	212Po	208Tl	208Pb	
3.76e+06	1	5.83582e-12	7.09655e-16	4.08752e-14	1.68452e-16	2.96191e-20	7.73131e-23	2.04866e-17	1.89881e-18	1.04974e-28	3.63876e-20	3.76099e-16	
3.77e+06	1	5.85122e-12	7.11546e-16	4.10928e-14	1.69456e-16	2.97957e-20	7.77737e-23	2.06086e-17	1.91023e-18	1.05591e-28	3.66008e-20	3.79549e-16	
3.78e+06	1	5.86663e-12	7.13436e-16	4.1311e-14	1.70463e-16	2.99728e-20	7.82357e-23	2.07308e-17	1.9217e-18	1.06211e-28	3.68147e-20	3.8302e-16	
3.79e+06	1	5.88204e-12	7.15326e-16	4.15298e-14	1.71473e-16	3.01504e-20	7.86991e-23	2.08535e-17	1.93319e-18	1.06832e-28	3.70291e-20	3.86513e-16	
3.8e+06	1	5.89745e-12	7.17216e-16	4.17491e-14	1.72486e-16	3.03285e-20	7.91638e-23	2.09765e-17	1.94473e-18	1.07455e-28	3.72442e-20	3.90027e-16	
3.81e+06	1	5.91285e-12	7.19106e-16	4.1969e-14	1.73502e-16	3.05072e-20	7.96299e-23	2.10998e-17	1.95629e-18	1.0808e-28	3.74599e-20	3.93563e-16	
3.82e+06	1	5.92826e-12	7.20995e-16	4.21895e-14	1.74521e-16	3.06864e-20	8.00974e-23	2.12235e-17	1.96789e-18	1.08706e-28	3.76762e-20	3.97119e-16	
3.83e+06	1	5.94366e-12	7.22885e-16	4.24105e-14	1.75544e-16	3.08661e-20	8.05662e-23	2.13476e-17	1.97953e-18	1.09335e-28	3.78932e-20	4.00698e-16	
3.84e+06	1	5.95907e-12	7.24775e-16	4.26321e-14	1.76569e-16	3.10463e-20	8.10365e-23	2.14721e-17	1.9912e-18	1.09965e-28	3.81107e-20	4.04298e-16	
3.85e+06	1	5.97447e-12	7.26664e-16	4.28543e-14	1.77597e-16	3.12271e-20	8.1508e-23	2.15969e-17	2.0029e-18	1.10597e-28	3.83289e-20	4.0792e-16	
3.86e+06	1	5.98988e-12	7.28554e-16	4.3077e-14	1.78628e-16	3.14084e-20	8.1981e-23	2.1722e-17	2.01464e-18	1.11231e-28	3.85477e-20	4.11564e-16	
3.87e+06	1	6.00528e-12	7.30443e-16	4.33003e-14	1.79662e-16	3.15902e-20	8.24553e-23	2.18476e-17	2.02641e-18	1.11867e-28	3.87672e-20	4.1523e-16	
3.88e+06	1	6.02068e-12	7.32333e-16	4.35242e-14	1.80699e-16	3.17726e-20	8.2931e-23	2.19735e-17	2.03821e-18	1.12504e-28	3.89872e-20	4.18917e-16	
3.89e+06	1	6.03608e-12	7.34222e-16	4.37486e-14	1.81739e-16	3.19554e-20	8.34081e-23	2.20997e-17	2.05006e-18	1.13143e-28	3.92079e-20	4.22627e-16	
3.9e+06	1	6.05148e-12	7.36111e-16	4.39736e-14	1.82782e-16	3.21388e-20	8.38865e-23	2.22263e-17	2.06193e-18	1.13785e-28	3.94292e-20	4.26358e-16	
3.91e+06	1	6.06688e-12	7.38e-16	4.41991e-14	1.83828e-16	3.23227e-20	8.43663e-23	2.23533e-17	2.07384e-18	1.14427e-28	3.96511e-20	4.30112e-16	
3.92e+06	1	6.08228e-12	7.39889e-16	4.44253e-14	1.84877e-16	3.25072e-20	8.48475e-23	2.24807e-17	2.08578e-18	1.15072e-28	3.98737e-20	4.33888e-16	
3.93e+06	1	6.09768e-12	7.41778e-16	4.4652e-14	1.85929e-16	3.26922e-20	8.533e-23	2.26084e-17	2.09776e-18	1.15719e-28	4.00968e-20	4.37686e-16	
3.94e+06	1	6.11308e-12	7.43667e-16	4.48792e-14	1.86984e-16	3.28776e-20	8.58139e-23	2.27364e-17	2.10977e-18	1.16367e-28	4.03206e-20	4.41506e-16	
3.95e+06	1	6.12848e-12	7.45556e-16	4.5107e-14	1.88042e-16	3.30637e-20	8.62992e-23	2.28648e-17	2.12182e-18	1.17017e-28	4.0545e-20	4.45349e-16	
3.96e+06	1	6.14388e-12	7.47445e-16	4.53354e-14	1.89103e-16	3.32502e-20	8.67858e-23	2.29936e-17	2.1339e-18	1.17669e-28	4.077e-20	4.49214e-16	
3.97e+06	1	6.15927e-12	7.49334e-16	4.55644e-14	1.90167e-16	3.34373e-20	8.72738e-23	2.31228e-17	2.14602e-18	1.18323e-28	4.09957e-20	4.53102e-16	
3.98e+06	1	6.17467e-12	7.51222e-16	4.57939e-14	1.91233e-16	3.36249e-20	8.77632e-23	2.32523e-17	2.15817e-18	1.18978e-28	4.12219e-20	4.57012e-16	
3.99e+06	1	6.19007e-12	7.53111e-16	4.60239e-14	1.92303e-16	3.3813e-20	8.82539e-23	2.33821e-17	2.17035e-18	1.19636e-28	4.14488e-20	4.60945e-16	
4e+06	1	6.20546e-12	7.54999e-16	4.62546e-14	1.93376e-16	3.40016e-20	8.8746e-23	2.35124e-17	2.18257e-18	1.20295e-28	4.16763e-20	4.64901e-16	
4.01e+06	1	6.22086e-12	7.56888e-16	4.64858e-14	1.94452e-16	3.41908e-20	8.92395e-23	2.3643e-17	2.19482e-18	1.20956e-28	4.19044e-20	4.68879e-16	
4.02e+06	1	6.23625e-12	7.58776e-16	4.67176e-14	1.95531e-16	3.43805e-20	8.97343e-23	2.37739e-17	2.20711e-18	1.21619e-28	4.21332e-20	4.72881e-16	
4.03e+06	1	6.25164e-12	7.60664e-16	4.69499e-14	1.96613e-16	3.45707e-20	9.02305e-23	2.39052e-17	2.21943e-18	1.22283e-28	4.23625e-20	4.76905e-16	
4.04e+06	1	6.26704e-12	7.62552e-16	4.71828e-14	1.97697e-16	3.47614e-20	9.07281e-23	2.40369e-17	2.23178e-18	1.2295e-28	4.25925e-20	4.80952e-16	
4.05e+06	1	6.28243e-12	7.64441e-16	4.74163e-14	1.98785e-16	3.49527e-20	9.12271e-23	2.41689e-17	2.24417e-18	1.23618e-28	4.28231e-20	4.85022e-16	
4.06e+06	1	6.29782e-12	7.66329e-16	4.76503e-14	1.99876e-16	3.51444e-20	9.17274e-23	2.43013e-17	2.25659e-18	1.24288e-28	4.30543e-20	4.89115e-16	
4.07e+06	1	6.31321e-12	7.68217e-16	4.78849e-14	2.00969e-16	3.53368e-20	9.2229e-23	2.44341e-17	2.26905e-18	1.2496e-28	4.32861e-20	4.93232e-16	
4.08e+06	1	6.3286e-12	7.70105e-16	4.81201e-14	2.02066e-16	3.55296e-20	9.27321e-23	2.45672e-17	2.28154e-18	1.25633e-28	4.35186e-20	4.97372e-16	
4.09e+06	1	6.34399e-12	7.71992e-16	4.83558e-14	2.03166e-16	3.57229e-20	9.32365e-23	2.47007e-17	2.29407e-18	1.26309e-28	4.37517e-20	5.01535e-16	
4.1e+06	1	6.35938e-12	7.7388e-16	4.85921e-14	2.04268e-16	3.59168e-20	9.37422e-23	2.48345e-17	2.30663e-18	1.26986e-28	4.39854e-20	5.05721e-16	
4.11e+06	1	6.37477e-12	7.75768e-16	4.88289e-14	2.05374e-16	3.61112e-20	9.42494e-23	2.49687e-17	2.31922e-18	1.27665e-28	4.42197e-20	5.09931e-16	
4.12e+06	1	6.39016e-12	7.77655e-16	4.90663e-14	2.06483e-16	3.63061e-20	9.47579e-23	2.51033e-17	2.33185e-18	1.28346e-28	4.44546e-20	5.14164e-16	
4.13e+06	1	6.40554e-12	7.79543e-16	4.93043e-14	2.07594e-16	3.65016e-20	9.52677e-23	2.52382e-17	2.34451e-18	1.29028e-28	4.46902e-20	5.18421e-16	
4.14e+06	1	6.42093e-12	7.8143e-16	4.95428e-14	2.08709e-16	3.66975e-20	9.57789e-23	2.53735e-17	2.35721e-18	1.29713e-28	4.49263e-20	5.22701e-16	
4.15e+06	1	6.43632e-12	7.83318e-16	4.97819e-14	2.09826e-16	3.6894e-20	9.62915e-23	2.55091e-17	2.36994e-18	1.30399e-28	4.51631e-20	5.27005e-16	
4.16e+06	1	6.4517e-12	7.85205e-16	5.00216e-14	2.10947e-16	3.7091e-20	9.68055e-23	2.56451e-17	2.38271e-18	1.31087e-28	4.54005e-20	5.31333e-16	
4.17e+06	1	6.46709e-12	7.87092e-16	5.02618e-14	2.1207e-16	3.72886e-20	9.73208e-23	2.57815e-17	2.39551e-18	1.31777e-28	4.56386e-20	5.35685e-16	
4.18e+06	1	6.48247e-12	7.8898e-16	5.05026e-14	2.13197e-16	3.74866e-20	9.78375e-23	2.59182e-17	2.40834e-18	1.32468e-28	4.58772e-20	5.40061e-16	
4.19e+06	1	6.49786e-12	7.90867e-16	5.0744e-14	2.14326e-16	3.76852e-20	9.83555e-23	2.60552e-17	2.42121e-18	1.33162e-28	4.61165e-20	5.4446e-16	
4.2e+06	1	6.51324e-12	7.92754e-16	5.09859e-14	2.15458e-16	3.78843e-20	9.88749e-23	2.61927e-17	2.43411e-18	1.33857e-28	4.63564e-20	5.48884e-16	
4.21e+06	1	6.52862e-12	7.94641e-16	5.12284e-14	2.16594e-16	3.8084e-20	9.93957e-23	2.63305e-17	2.44705e-18	1.34554e-28	4.65969e-20	5.53331e-16	
4.22e+06	1	6.544e-12	7.96528e-16	5.14714e-14	2.17732e-16	3.82841e-20	9.99178e-23	2.64686e-17	2.46002e-18	1.35253e-28	4.6838e-20	5.57803e-16	
4.23e+06	1	6.55939e-12	7.98414e-16	5.17151e-14	2.18873e-16	3.84848e-20	1.00441e-22	2.66072e-17	2.47302e-18	1.35953e-28	4.70797e-20	5.62299e-16	
4.24e+06	1	6.57477e-12	8.00301e-16	5.19592e-14	2.20018e-16	3.8686e-20	1.00966e-22	2.6746e-17	2.48606e-18	1.36656e-28	4.73221e-20	5.66819e-16	
4.25e+06	1	6.59015e-12	8.02188e-16	5.2204e-14	2.21165e-16	3.88877e-20	1.01492e-22	2.68853e-17	2.49913e-18	1.3736e-28	4.7565e-20	5.71364e-16	
4.26e+06	1	6.60553e-12	8.04074e-16	5.24493e-14	2.22315e-16	3.90899e-20	1.0202e-22	2.70249e-17	2.51224e-18	1.38066e-28	4.78086e-20	5.75933e-16	
4.27e+06	1	6.62091e-12	8.05961e-16	5.26951e-14	2.23468e-16	3.92927e-20	1.02549e-22	2.71648e-17	2.52538e-18	1.38773e-28	4.80528e-20	5.80526e-16	
4.28e+06	1	6.63628e-12	8.07847e-16	5.29415e-14	2.24624e-16	3.9496e-20	1.03079e-22	2.73051e-17	2.53856e-18	1.39483e-28	4.82976e-20	5.85144e-16	
4.29e+06	1	6.65166e-12	8.09734e-16	5.31885e-14	2.25783e-16	3.96998e-20	1.03611e-22	2.74458e-17	2.55177e-18	1.40194e-28	4.85431e-20	5.89787e-16	
4.3e+06	1	6.66704e-12	8.1162e-16	5.34361e-14	2.26945e-16	3.99041e-20	1.04144e-22	2.75869e-17	2.56501e-18	1.40908e-28	4.87891e-20	5.94454e-16	
4.31e+06	1	6.68242e-12	8.13506e-16	5.36842e-14	2.2811e-16	4.0109e-20	1.04678e-22	2.77283e-17	2.57829e-18	1.41623e-28	4.90358e-20	5.99146e-16	
4.32e+06	1	6.69779e-12	8.15393e-16	5.39328e-14	2.29278e-16	4.03143e-20	1.05214e-22	2.787e-17	2.5916e-18	1.42339e-28	4.92831e-20	6.03863e-16	
4.33e+06	1	6.71317e-12	8.17279e-16	5.41821e-14	2.30449e-16	4.05202e-20	1.05751e-22	2.80121e-17	2.60495e-18	1.43058e-28	4.9531e-20	6.08605e-16	
4.34e+06	1	6.72854e-12	8.19165e-16	5.44319e-14	2.31623e-16	4.07266e-20	1.0629e-22	2.81546e-17	2.61833e-18	1.43778e-28	4.97795e-20	6.13371e-16	
4.35e+06	1	6.74392e-12	8.21051e-16	5.46822e-14	2.328e-16	4.09336e-20	1.06829e-22	2.82974e-17	2.63174e-18	1.445e-28	5.00287e-20	6.18163e-16	
4.36e+06	1	6.75929e-12	8.22937e-16	5.49331e-14	2.3398e-16	4.1141e-20	1.07371e-22	2.84406e-17	2.64519e-18	1.45224e-28	5.02784e-20	6.2298e-16	
4.37e+06	1	6.77467e-12	8.24822e-16	5.51846e-14	2.35163e-16	4.1349e-20	1.07913e-22	2.85842e-17	2.65867e-18	1.4595e-28	5.05288e-20	6.27821e-16	
4.38e+06	1	6.79004e-12	8.26708e-16	5.54367e-14	2.36349e-16	4.15575e-20	1.08457e-22	2.87281e-17	2.67219e-18	1.46678e-28	5.07798e-20	6.32688e-16	
4.39e+06	1	6.80541e-12	8.28594e-16	5.56893e-14	2.37538e-16	4.17665e-20	1.09002e-22	2.88723e-17	2.68574e-18	1.47407e-28	5.10314e-20	6.37581e-16	
4.4e+06	1	6.82078e-12	8.30479e-16	5.59424e-14	2.38729e-16	4.1976e-20	1.09549e-22	2.9017e-17	2.69932e-18	1.48138e-28	5.12836e-20	6.42498e-16	
4.41e+06	1	6.83615e-12	8.32365e-16	5.61962e-14	2.39924e-16	4.21861e-20	1.10097e-22	2.9162e-17	2.71294e-18	1.48871e-28	5.15365e-20	6.47441e-16	
4.42e+06	1	6.85152e-12	8.3425e-16	5.64504e-14	2.41122e-16	4.23967e-20	1.10646e-22	2.93073e-17	2.72659e-18	1.49606e-28	5.17899e-20	6.52409e-16	
4.43e+06	1	6.86689e-12	8.36136e-16	5.67053e-14	2.42322e-16	4.26078e-20	1.11197e-22	2.9453e-17	2.74028e-18	1.50342e-28	5.2044e-20	6.57403e-16	
4.44e+06	1	6.88226e-12	8.38021e-16	5.69607e-14	2.43526e-16	4.28194e-20	1.11749e-22	2.95991e-17	2.754e-18	1.5108e-28	5.22987e-20	6.62423e-16	
4.45e+06	1	6.89763e-12	8.39906e-16	5.72167e-14	2.44732e-16	4.30316e-20	1.12302e-22	2.97455e-17	2.76775e-18	1.5182e-28	5.2554e-20	6.67468e-16	
4.46e+06	1	6.913e-12	8.41791e-16	5.74732e-14	2.45942e-16	4.32442e-20	1.12857e-22	2.98923e-17	2.78154e-18	1.52562e-28	5.28099e-20	6.72539e-16	
4.47e+06	1	6.92837e-12	8.43676e-16	5.77303e-14	2.47154e-16	4.34574e-20	1.13413e-22	3.00394e-17	2.79536e-18	1.53306e-28	5.30665e-20	6.77635e-16	
4.48e+06	1	6.94373e-12	8.45561e-16	5.79879e-14	2.4837e-16	4.36711e-20	1.13971e-22	3.01869e-17	2.80922e-18	1.54051e-28	5.33236e-20	6.82758e-16	
4.49e+06	1	6.9591e-12	8.47446e-16	5.82461e-14	2.49588e-16	4.38853e-20	1.14529e-22	3.03347e-17	2.82311e-18	1.54799e-28	5.35814e-20	6.87906e-16	
4.5e+06	1	6.97446e-12	8.49331e-16	5.85049e-14	2.50809e-16	4.41001e-20	1.1509e-22	3.0483e-17	2.83703e-18	1.55548e-28	5.38398e-20	6.9308e-16	
4.51e+06	1	6.98983e-12	8.51216e-16	5.87642e-14	2.52034e-16	4.43153e-20	1.15651e-22	3.06315e-17	2.85099e-18	1.56298e-28	5.40988e-20	6.98281e-16	
4.52e+06	1	7.00519e-12	8.53101e-16	5.90241e-14	2.53261e-16	4.45311e-20	1.16214e-22	3.07805e-17	2.86499e-18	1.57051e-28	5.43584e-20	7.03507e-16	
4.53e+06	1	7.02056e-12	8.54985e-16	5.92846e-14	2.54491e-16	4.47474e-20	1.16778e-22	3.09297e-17	2.87901e-18	1.57805e-28	5.46186e-20	7.0876e-16	
4.54e+06	1	7.03592e-12	8.5687e-16	5.95456e-14	2.55724e-16	4.49643e-20	1.17344e-22	3.10794e-17	2.89307e-18	1.58562e-28	5.48794e-20	7.14038e-16	
4.55e+06	1	7.05128e-12	8.58755e-16	5.98072e-14	2.5696e-16	4.51816e-20	1.17911e-22	3.12294e-17	2.90717e-18	1.5932e-28	5.51409e-20	7.19343e-16	
4.56e+06	1	7.06664e-12	8.60639e-16	6.00693e-14	2.58199e-16	4.53995e-20	1.18479e-22	3.13798e-17	2.9213e-18	1.60079e-28	5.5403e-20	7.24675e-16	
4.57e+06	1	7.08201e-12	8.62523e-16	6.0332e-14	2.59441e-16	4.56178e-20	1.19049e-22	3.15305e-17	2.93546e-18	1.60841e-28	5.56656e-20	7.30033e-16	
4.58e+06	1	7.09737e-12	8.64408e-16	6.05952e-14	2.60686e-16	4.58367e-20	1.1962e-22	3.16815e-17	2.94965e-18	1.61604e-28	5.59289e-20	7.35417e-16	
4.59e+06	1	7.11273e-12	8.66292e-16	6.0859e-14	2.61934e-16	4.60562e-20	1.20192e-22	3.1833e-17	2.96388e-18	1.62369e-28	5.61929e-20	7.40828e-16	
4.6e+06	1	7.12809e-12	8.68176e-16	6.11234e-14	2.63185e-16	4.62761e-20	1.20766e-22	3.19848e-17	2.97815e-18	1.63136e-28	5.64574e-20	7.46266e-16	
4.61e+06	1	7.14345e-12	8.7006e-16	6.13883e-14	2.64439e-16	4.64966e-20	1.21341e-22	3.21369e-17	2.99245e-18	1.63905e-28	5.67225e-20	7.5173e-16	
4.62e+06	1	7.1588e-12	8.71944e-16	6.16538e-14	2.65696e-16	4.67176e-20	1.21918e-22	3.22894e-17	3.00678e-18	1.64676e-28	5.69883e-20	7.57221e-16	
4.63e+06	1	7.17416e-12	8.73828e-16	6.19199e-14	2.66955e-16	4.69391e-20	1.22495e-22	3.24423e-17	3.02115e-18	1.65448e-28	5.72547e-20	7.62739e-16	
4.64e+06	1	7.18952e-12	8.75712e-16	6.21865e-14	2.68218e-16	4.71611e-20	1.23075e-22	3.25955e-17	3.03555e-18	1.66222e-28	5.75216e-20	7.68283e-16	
4.65e+06	1	7.20488e-12	8.77596e-16	6.24537e-14	2.69484e-16	4.73836e-20	1.23655e-22	3.27491e-17	3.04998e-18	1.66998e-28	5.77892e-20	7.73855e-16	
4.66e+06	1	7.22023e-12	8.79479e-16	6.27214e-14	2.70752e-16	4.76067e-20	1.24237e-22	3.2903e-17	3.06445e-18	1.67775e-28	5.80575e-20	7.79453e-16	
4.67e+06	1	7.23559e-12	8.81363e-16	6.29897e-14	2.72024e-16	4.78302e-20	1.2482e-22	3.30573e-17	3.07895e-18	1.68555e-28	5.83263e-20	7.85079e-16	
4.68e+06	1	7.25094e-12	8.83247e-16	6.32585e-14	2.73298e-16	4.80543e-20	1.25405e-22	3.3212e-17	3.09349e-18	1.69336e-28	5.85957e-20	7.90732e-16	
4.69e+06	1	7.2663e-12	8.8513e-16	6.35279e-14	2.74576e-16	4.82789e-20	1.25991e-22	3.3367e-17	3.10805e-18	1.70119e-28	5.88658e-20	7.96412e-16	
4.7e+06	1	7.28165e-12	8.87013e-16	6.37979e-14	2.75856e-16	4.85041e-20	1.26578e-22	3.35224e-17	3.12266e-18	1.70904e-28	5.91364e-20	8.02119e-16	
4.71e+06	1	7.297e-12	8.88897e-16	6.40684e-14	2.7714e-16	4.87297e-20	1.27167e-22	3.36781e-17	3.1373e-18	1.7169e-28	5.94077e-20	8.07854e-16	
4.72e+06	1	7.31236e-12	8.9078e-16	6.43395e-14	2.78426e-16	4.89559e-20	1.27757e-22	3.38342e-17	3.15197e-18	1.72479e-28	5.96796e-20	8.13616e-16	
4.73e+06	1	7.32771e-12	8.92663e-16	6.46111e-14	2.79715e-16	4.91826e-20	1.28348e-22	3.39906e-17	3.16667e-18	1.73269e-28	5.99521e-20	8.19405e-16	
4.74e+06	1	7.34306e-12	8.94546e-16	6.48833e-14	2.81007e-16	4.94098e-20	1.28941e-22	3.41474e-17	3.18141e-18	1.74061e-28	6.02252e-20	8.25222e-16	
4.75e+06	1	7.35841e-12	8.96429e-16	6.51561e-14	2.82303e-16	4.96375e-20	1.29535e-22	3.43045e-17	3.19618e-18	1.74855e-28	6.0499e-20	8.31067e-16	
4.76e+06	1	7.37376e-12	8.98312e-16	6.54294e-14	2.83601e-16	4.98658e-20	1.3013e-22	3.44621e-17	3.21099e-18	1.7565e-28	6.07733e-20	8.36939e-16	
4.77e+06	1	7.38911e-12	9.00195e-16	6.57032e-14	2.84902e-16	5.00945e-20	1.30727e-22	3.46199e-17	3.22583e-18	1.76447e-28	6.10483e-20	8.42839e-16	
4.78e+06	1	7.40446e-12	9.02078e-16	6.59777e-14	2.86206e-16	5.03238e-20	1.31325e-22	3.47781e-17	3.24071e-18	1.77246e-28	6.13239e-20	8.48767e-16	
4.79e+06	1	7.41981e-12	9.03961e-16	6.62526e-14	2.87513e-16	5.05536e-20	1.31924e-22	3.49367e-17	3.25561e-18	1.78047e-28	6.16e-20	8.54722e-16	
4.8e+06	1	7.43516e-12	9.05844e-16	6.65282e-14	2.88822e-16	5.07839e-20	1.32525e-22	3.50957e-17	3.27056e-18	1.7885e-28	6.18768e-20	8.60706e-16	
4.81e+06	1	7.4505e-12	9.07726e-16	6.68043e-14	2.90135e-16	5.10147e-20	1.33127e-22	3.5255e-17	3.28553e-18	1.79654e-28	6.21542e-20	8.66717e-16	
4.82e+06	1	7.46585e-12	9.09609e-16	6.7081e-14	2.91451e-16	5.12461e-20	1.33731e-22	3.54146e-17	3.30054e-18	1.8046e-28	6.24323e-20	8.72757e-16	
4.83e+06	1	7.4812e-12	9.11491e-16	6.73582e-14	2.9277e-16	5.14779e-20	1.34336e-22	3.55746e-17	3.31559e-18	1.81268e-28	6.27109e-20	8.78824e-16	
4.84e+06	1	7.49654e-12	9.13374e-16	6.76359e-14	2.94091e-16	5.17103e-20	1.34942e-22	3.5735e-17	3.33066e-18	1.82078e-28	6.29901e-20	8.8492e-16	
4.85e+06	1	7.51189e-12	9.15256e-16	6.79143e-14	2.95416e-16	5.19432e-20	1.35549e-22	3.58957e-17	3.34578e-18	1.8289e-28	6.327e-20	8.91044e-16	
4.86e+06	1	7.52723e-12	9.17138e-16	6.81932e-14	2.96743e-16	5.21766e-20	1.36158e-22	3.60568e-17	3.36092e-18	1.83703e-28	6.35505e-20	8.97196e-16	
4.87e+06	1	7.54258e-12	9.1902e-16	6.84726e-14	2.98074e-16	5.24106e-20	1.36768e-22	3.62182e-17	3.3761e-18	1.84518e-28	6.38315e-20	9.03377e-16	
4.88e+06	1	7.55792e-12	9.20903e-16	6.87526e-14	2.99407e-16	5.2645e-20	1.3738e-22	3.638e-17	3.39131e-18	1.85335e-28	6.41132e-20	9.09586e-16	
4.89e+06	1	7.57326e-12	9.22785e-16	6.90332e-14	3.00744e-16	5.288e-20	1.37993e-22	3.65421e-17	3.40656e-18	1.86154e-28	6.43955e-20	9.15824e-16	
4.9e+06	1	7.5886e-12	9.24667e-16	6.93143e-14	3.02083e-16	5.31155e-20	1.38607e-22	3.67046e-17	3.42184e-18	1.86974e-28	6.46785e-20	9.2209e-16	
4.91e+06	1	7.60394e-12	9.26549e-16	6.9596e-14	3.03425e-16	5.33515e-20	1.39223e-22	3.68675e-17	3.43715e-18	1.87796e-28	6.4962e-20	9.28385e-16	
4.92e+06	1	7.61929e-12	9.2843e-16	6.98782e-14	3.0477e-16	5.3588e-20	1.3984e-22	3.70307e-17	3.4525e-18	1.8862e-28	6.52461e-20	9.34708e-16	
4.93e+06	1	7.63463e-12	9.30312e-16	7.0161e-14	3.06118e-16	5.3825e-20	1.40458e-22	3.71943e-17	3.46788e-18	1.89446e-28	6.55309e-20	9.4106e-16	
4.94e+06	1	7.64997e-12	9.32194e-16	7.04443e-14	3.07469e-16	5.40626e-20	1.41078e-22	3.73582e-17	3.4833e-18	1.90273e-28	6.58162e-20	9.47441e-16	
4.95e+06	1	7.6653e-12	9.34075e-16	7.07282e-14	3.08823e-16	5.43007e-20	1.41699e-22	3.75225e-17	3.49875e-18	1.91103e-28	6.61022e-20	9.53851e-16	
4.96e+06	1	7.68064e-12	9.35957e-16	7.10127e-14	3.1018e-16	5.45393e-20	1.42321e-22	3.76871e-17	3.51423e-18	1.91934e-28	6.63888e-20	9.6029e-16	
4.97e+06	1	7.69598e-12	9.37838e-16	7.12977e-14	3.1154e-16	5.47784e-20	1.42945e-22	3.78521e-17	3.52975e-18	1.92767e-28	6.6676e-20	9.66758e-16	
4.98e+06	1	7.71132e-12	9.3972e-16	7.15833e-14	3.12903e-16	5.5018e-20	1.4357e-22	3.80174e-17	3.5453e-18	1.93601e-28	6.69638e-20	9.73255e-16	
4.99e+06	1	7.72666e-12	9.41601e-16	7.18694e-14	3.14269e-16	5.52581e-20	1.44196e-22	3.81831e-17	3.56088e-18	1.94438e-28	6.72522e-20	9.79781e-16	
5e+06	1	7.74199e-12	9.43482e-16	7.21561e-14	3.15637e-16	5.54988e-20	1.44824e-22	3.83492e-17	3.5765e-18	1.95276e-28	6.75412e-20	9.86336e-16	
5.01e+06	1	7.75733e-12	9.45364e-16	7.24433e-14	3.17009e-16	5.57399e-20	1.45453e-22	3.85156e-17	3.59215e-18	1.96116e-28	6.78309e-20	9.92921e-16	
5.02e+06	1	7.77266e-12	9.47245e-16	7.27311e-14	3.18384e-16	5.59816e-20	1.46084e-22	3.86824e-17	3.60784e-18	1.96958e-28	6.81211e-20	9.99535e-16	
5.03e+06	1	7.788e-12	9.49126e-16	7.30194e-14	3.19761e-16	5.62238e-20	1.46715e-22	3.88495e-17	3.62356e-18	1.97801e-28	6.8412e-20	1.00618e-15	
5.04e+06	1	7.80333e-12	9.51007e-16	7.33083e-14	3.21141e-16	5.64665e-20	1.47349e-22	3.9017e-17	3.63931e-18	1.98647e-28	6.87034e-20	1.01285e-15	
5.05e+06	1	7.81866e-12	9.52888e-16	7.35978e-14	3.22525e-16	5.67098e-20	1.47983e-22	3.91848e-17	3.6551e-18	1.99494e-28	6.89955e-20	1.01955e-15	
5.06e+06	1	7.834e-12	9.54768e-16	7.38878e-14	3.23911e-16	5.69535e-20	1.48619e-22	3.9353e-17	3.67092e-18	2.00343e-28	6.92882e-20	1.02629e-15	
5.07e+06	1	7.84933e-12	9.56649e-16	7.41784e-14	3.253e-16	5.71978e-20	1.49256e-22	3.95215e-17	3.68677e-18	2.01193e-28	6.95815e-20	1.03305e-15	
5.08e+06	1	7.86466e-12	9.5853e-16	7.44695e-14	3.26692e-16	5.74425e-20	1.49895e-22	3.96904e-17	3.70266e-18	2.02046e-28	6.98754e-20	1.03984e-15	
5.09e+06	1	7.87999e-12	9.6041e-16	7.47612e-14	3.28087e-16	5.76878e-20	1.50534e-22	3.98597e-17	3.71858e-18	2.029e-28	7.01699e-20	1.04666e-15	
5.1e+06	1	7.89532e-12	9.62291e-16	7.50534e-14	3.29485e-16	5.79336e-20	1.51176e-22	4.00293e-17	3.73454e-18	2.03756e-28	7.0465e-20	1.05351e-15	
5.11e+06	1	7.91065e-12	9.64171e-16	7.53462e-14	3.30886e-16	5.818e-20	1.51818e-22	4.01993e-17	3.75053e-18	2.04613e-28	7.07608e-20	1.06039e-15	
5.12e+06	1	7.92598e-12	9.66052e-16	7.56396e-14	3.3229e-16	5.84268e-20	1.52462e-22	4.03696e-17	3.76655e-18	2.05473e-28	7.10571e-20	1.0673e-15	
5.13e+06	1	7.94131e-12	9.67932e-16	7.59335e-14	3.33697e-16	5.86742e-20	1.53107e-22	4.05403e-17	3.78261e-18	2.06334e-28	7.13541e-20	1.07424e-15	
5.14e+06	1	7.95663e-12	9.69812e-16	7.62279e-14	3.35107e-16	5.8922e-20	1.53754e-22	4.07113e-17	3.7987e-18	2.07197e-28	7.16516e-20	1.08121e-15	
5.15e+06	1	7.97196e-12	9.71692e-16	7.65229e-14	3.36519e-16	5.91704e-20	1.54402e-22	4.08827e-17	3.81482e-18	2.08062e-28	7.19498e-20	1.08821e-15	
5.16e+06	1	7.98729e-12	9.73573e-16	7.68185e-14	3.37935e-16	5.94193e-20	1.55051e-22	4.10544e-17	3.83098e-18	2.08929e-28	7.22486e-20	1.09525e-15	
5.17e+06	1	8.00261e-12	9.75453e-16	7.71146e-14	3.39353e-16	5.96687e-20	1.55702e-22	4.12265e-17	3.84717e-18	2.09797e-28	7.2548e-20	1.10231e-15	
