time	232Th	228Ra	228Ac	228Th	224Ra	220Rn	216Po	212Pb	212Bi	212Po	208Tl	208Pb	
3.02e+06	4807.47	54.6051	54.0096	0.906594	0.657896	0.642956	0.627496	0.612821	0.593428	0.399311	0.223624	0	
3.03e+06	4807.47	54.7849	54.1894	0.912631	0.662914	0.64786	0.632278	0.617486	0.598011	0.402309	0.225295	0	
3.04e+06	4807.47	54.9646	54.3691	0.918687	0.667952	0.652783	0.637079	0.622169	0.602611	0.405319	0.226972	0	
3.05e+06	4807.47	55.1444	54.5488	0.924763	0.673009	0.657726	0.641899	0.62687	0.607229	0.40834	0.228656	0	
3.06e+06	4807.47	55.3241	54.7286	0.930859	0.678085	0.662687	0.646737	0.631589	0.611865	0.411372	0.230345	0	
3.07e+06	4807.47	55.5038	54.9083	0.936975	0.683181	0.667667	0.651594	0.636326	0.616519	0.414416	0.232041	0	
3.08e+06	4807.47	55.6836	55.088	0.94311	0.688297	0.672666	0.656469	0.641081	0.62119	0.417471	0.233743	0	
3.09e+06	4807.47	55.8633	55.2677	0.949265	0.693431	0.677684	0.661362	0.645854	0.62588	0.420537	0.235452	0	
3.1e+06	4807.47	56.043	55.4474	0.955439	0.698585	0.682721	0.666274	0.650645	0.630588	0.423615	0.237167	0	
3.11e+06	4807.47	56.2227	55.6271	0.961634	0.703759	0.687777	0.671204	0.655454	0.635314	0.426704	0.238888	0	
3.12e+06	4807.47	56.4024	55.8067	0.967848	0.708951	0.692852	0.676153	0.660281	0.640057	0.429804	0.240615	0	
3.13e+06	4807.47	56.5821	55.9864	0.974082	0.714163	0.697946	0.681121	0.665126	0.644819	0.432916	0.242349	0	
3.14e+06	4807.47	56.7618	56.1661	0.980335	0.719395	0.703058	0.686106	0.669988	0.649598	0.436039	0.244089	0	
3.15e+06	4807.47	56.9415	56.3457	0.986608	0.724646	0.70819	0.691111	0.674869	0.654395	0.439174	0.245835	0	
3.16e+06	4807.47	57.1211	56.5254	0.992901	0.729916	0.713341	0.696133	0.679768	0.659211	0.442319	0.247588	0	
3.17e+06	4807.47	57.3008	56.705	0.999213	0.735206	0.71851	0.701175	0.684684	0.664044	0.445477	0.249347	0	
3.18e+06	4807.47	57.4805	56.8847	1.00555	0.740515	0.723698	0.706234	0.689619	0.668895	0.448645	0.251112	0	
3.19e+06	4807.47	57.6601	57.0643	1.0119	0.745843	0.728906	0.711312	0.694571	0.673764	0.451825	0.252883	0	
3.2e+06	4807.47	57.8398	57.2439	1.01827	0.751191	0.734132	0.716409	0.699542	0.678651	0.455016	0.254661	0	
3.21e+06	4807.47	58.0194	57.4235	1.02466	0.756558	0.739377	0.721524	0.70453	0.683555	0.458218	0.256445	0	
3.22e+06	4807.47	58.199	57.6031	1.03107	0.761944	0.744641	0.726657	0.709536	0.688478	0.461432	0.258235	0	
3.23e+06	4807.47	58.3786	57.7827	1.0375	0.76735	0.749925	0.731809	0.714561	0.693419	0.464657	0.260031	0	
3.24e+06	4807.47	58.5583	57.9623	1.04395	0.772775	0.755226	0.736979	0.719603	0.698377	0.467894	0.261834	0	
3.25e+06	4807.47	58.7379	58.1419	1.05042	0.77822	0.760547	0.742168	0.724663	0.703353	0.471142	0.263643	0	
3.26e+06	4807.47	58.9175	58.3215	1.05691	0.783684	0.765887	0.747375	0.729741	0.708348	0.474401	0.265459	0	
3.27e+06	4807.47	59.0971	58.5011	1.06342	0.789167	0.771246	0.7526	0.734837	0.71336	0.477671	0.26728	0	
3.28e+06	4807.47	59.2767	58.6807	1.06995	0.794669	0.776623	0.757844	0.739951	0.71839	0.480953	0.269108	0	
3.29e+06	4807.47	59.4562	58.8602	1.0765	0.800191	0.78202	0.763107	0.745083	0.723437	0.484246	0.270942	0	
3.3e+06	4807.47	59.6358	59.0398	1.08307	0.805732	0.787435	0.768388	0.750232	0.728503	0.48755	0.272782	0	
3.31e+06	4807.47	59.8154	59.2193	1.08965	0.811293	0.792869	0.773687	0.7554	0.733587	0.490866	0.274629	0	
3.32e+06	4807.47	59.995	59.3989	1.09626	0.816873	0.798323	0.779004	0.760586	0.738688	0.494193	0.276482	0	
3.33e+06	4807.47	60.1745	59.5784	1.10289	0.822472	0.803795	0.78434	0.765789	0.743808	0.497532	0.278341	0	
3.34e+06	4807.47	60.3541	59.7579	1.10953	0.82809	0.809285	0.789695	0.771011	0.748945	0.500881	0.280207	0	
3.35e+06	4807.47	60.5336	59.9374	1.1162	0.833728	0.814795	0.795068	0.77625	0.7541	0.504242	0.282078	0	
3.36e+06	4807.47	60.7131	60.117	1.12289	0.839385	0.820324	0.800459	0.781507	0.759273	0.507614	0.283956	0	
3.37e+06	4807.47	60.8927	60.2965	1.12959	0.845062	0.825871	0.805868	0.786782	0.764464	0.510998	0.285841	0	
3.38e+06	4807.47	61.0722	60.476	1.13632	0.850758	0.831438	0.811297	0.792075	0.769673	0.514393	0.287731	0	
3.39e+06	4807.47	61.2517	60.6555	1.14306	0.856473	0.837023	0.816743	0.797386	0.774899	0.517799	0.289628	0	
3.4e+06	4807.47	61.4312	60.8349	1.14983	0.862207	0.842627	0.822208	0.802715	0.780144	0.521217	0.291531	0	
3.41e+06	4807.47	61.6107	61.0144	1.15661	0.867961	0.84825	0.827691	0.808062	0.785406	0.524645	0.29344	0	
3.42e+06	4807.47	61.7902	61.1939	1.16341	0.873734	0.853892	0.833193	0.813426	0.790686	0.528086	0.295356	0	
3.43e+06	4807.47	61.9697	61.3734	1.17024	0.879526	0.859553	0.838713	0.818809	0.795984	0.531537	0.297278	0	
3.44e+06	4807.47	62.1492	61.5528	1.17708	0.885338	0.865233	0.844251	0.824209	0.8013	0.535	0.299206	0	
3.45e+06	4807.47	62.3286	61.7323	1.18394	0.891169	0.870931	0.849808	0.829627	0.806634	0.538474	0.30114	0	
3.46e+06	4807.47	62.5081	61.9117	1.19082	0.897019	0.876648	0.855383	0.835063	0.811985	0.541959	0.303081	0	
3.47e+06	4807.47	62.6876	62.0911	1.19773	0.902888	0.882385	0.860976	0.840517	0.817354	0.545455	0.305028	0	
3.48e+06	4807.47	62.867	62.2706	1.20465	0.908777	0.88814	0.866588	0.845989	0.822742	0.548963	0.306981	0	
3.49e+06	4807.47	63.0464	62.45	1.21159	0.914685	0.893913	0.872218	0.851479	0.828147	0.552482	0.30894	0	
3.5e+06	4807.47	63.2259	62.6294	1.21855	0.920612	0.899706	0.877867	0.856987	0.833569	0.556013	0.310906	0	
3.51e+06	4807.47	63.4053	62.8088	1.22553	0.926559	0.905518	0.883534	0.862512	0.83901	0.559555	0.312878	0	
3.52e+06	4807.47	63.5847	62.9882	1.23253	0.932525	0.911348	0.889219	0.868055	0.844469	0.563108	0.314856	0	
3.53e+06	4807.47	63.7642	63.1676	1.23955	0.93851	0.917197	0.894923	0.873617	0.849945	0.566672	0.31684	0	
3.54e+06	4807.47	63.9436	63.347	1.24658	0.944514	0.923065	0.900645	0.879196	0.855439	0.570247	0.318831	0	
3.55e+06	4807.47	64.123	63.5264	1.25364	0.950538	0.928952	0.906386	0.884793	0.860951	0.573834	0.320828	0	
3.56e+06	4807.47	64.3024	63.7058	1.26072	0.956581	0.934858	0.912144	0.890407	0.866481	0.577432	0.322831	0	
3.57e+06	4807.47	64.4818	63.8851	1.26782	0.962643	0.940783	0.917921	0.89604	0.872028	0.581042	0.32484	0	
3.58e+06	4807.47	64.6611	64.0645	1.27494	0.968725	0.946726	0.923717	0.90169	0.877594	0.584662	0.326856	0	
3.59e+06	4807.47	64.8405	64.2439	1.28207	0.974825	0.952688	0.929531	0.907359	0.883177	0.588294	0.328877	0	
3.6e+06	4807.47	65.0199	64.4232	1.28923	0.980945	0.958669	0.935363	0.913045	0.888778	0.591938	0.330906	0	
3.61e+06	4807.47	65.1992	64.6025	1.2964	0.987085	0.964669	0.941213	0.918749	0.894397	0.595592	0.33294	0	
3.62e+06	4807.47	65.3786	64.7819	1.3036	0.993243	0.970687	0.947082	0.924471	0.900033	0.599258	0.33498	0	
3.63e+06	4807.47	65.5579	64.9612	1.31081	0.999421	0.976725	0.952969	0.93021	0.905688	0.602935	0.337027	0	
3.64e+06	4807.47	65.7373	65.1405	1.31805	1.00562	0.982781	0.958875	0.935968	0.91136	0.606623	0.33908	0	
3.65e+06	4807.47	65.9166	65.3198	1.3253	1.01183	0.988856	0.964798	0.941743	0.91705	0.610323	0.34114	0	
3.66e+06	4807.47	66.0959	65.4991	1.33257	1.01807	0.99495	0.97074	0.947537	0.922758	0.614033	0.343205	0	
3.67e+06	4807.47	66.2753	65.6784	1.33987	1.02432	1.00106	0.976701	0.953348	0.928483	0.617755	0.345277	0	
3.68e+06	4807.47	66.4546	65.8577	1.34718	1.0306	1.00719	0.98268	0.959176	0.934227	0.621489	0.347355	0	
3.69e+06	4807.47	66.6339	66.037	1.35451	1.03689	1.01334	0.988677	0.965023	0.939988	0.625233	0.349439	0	
3.7e+06	4807.47	66.8132	66.2163	1.36186	1.0432	1.01951	0.994692	0.970887	0.945767	0.628989	0.35153	0	
3.71e+06	4807.47	66.9925	66.3956	1.36923	1.04954	1.0257	1.00073	0.97677	0.951563	0.632756	0.353626	0	
3.72e+06	4807.47	67.1718	66.5748	1.37662	1.05589	1.03191	1.00678	0.98267	0.957378	0.636534	0.355729	0	
3.73e+06	4807.47	67.351	66.7541	1.38403	1.06226	1.03813	1.01285	0.988588	0.96321	0.640324	0.357838	0	
3.74e+06	4807.47	67.5303	66.9334	1.39146	1.06865	1.04438	1.01894	0.994523	0.96906	0.644125	0.359954	0	
3.75e+06	4807.47	67.7096	67.1126	1.39891	1.07505	1.05064	1.02504	1.00048	0.974928	0.647937	0.362075	0	
3.76e+06	4807.47	67.8888	67.2918	1.40638	1.08148	1.05692	1.03117	1.00645	0.980813	0.65176	0.364203	0	
3.77e+06	4807.47	68.0681	67.4711	1.41387	1.08793	1.06322	1.03731	1.01244	0.986717	0.655595	0.366337	0	
3.78e+06	4807.47	68.2473	67.6503	1.42138	1.09439	1.06954	1.04347	1.01844	0.992638	0.65944	0.368478	0	
3.79e+06	4807.47	68.4266	67.8295	1.4289	1.10088	1.07588	1.04965	1.02447	0.998576	0.663297	0.370624	0	
3.8e+06	4807.47	68.6058	68.0087	1.43645	1.10738	1.08224	1.05585	1.03051	1.00453	0.667166	0.372777	0	
3.81e+06	4807.47	68.785	68.1879	1.44402	1.11391	1.08861	1.06207	1.03657	1.01051	0.671045	0.374936	0	
3.82e+06	4807.47	68.9643	68.3671	1.4516	1.12045	1.09501	1.0683	1.04265	1.0165	0.674936	0.377101	0	
3.83e+06	4807.47	69.1435	68.5463	1.45921	1.12701	1.10142	1.07456	1.04875	1.02251	0.678838	0.379272	0	
3.84e+06	4807.47	69.3227	68.7255	1.46683	1.13359	1.10785	1.08083	1.05486	1.02854	0.682751	0.38145	0	
3.85e+06	4807.47	69.5019	68.9047	1.47447	1.14019	1.1143	1.08712	1.06099	1.03458	0.686675	0.383634	0	
3.86e+06	4807.47	69.6811	69.0838	1.48214	1.14681	1.12077	1.09343	1.06714	1.04064	0.690611	0.385824	0	
3.87e+06	4807.47	69.8602	69.263	1.48982	1.15345	1.12726	1.09975	1.07331	1.04673	0.694558	0.38802	0	
3.88e+06	4807.47	70.0394	69.4422	1.49752	1.16011	1.13376	1.1061	1.07949	1.05282	0.698516	0.390223	0	
3.89e+06	4807.47	70.2186	69.6213	1.50524	1.16679	1.14029	1.11246	1.08569	1.05894	0.702485	0.392432	0	
3.9e+06	4807.47	70.3977	69.8004	1.51299	1.17348	1.14683	1.11884	1.09191	1.06507	0.706466	0.394647	0	
3.91e+06	4807.47	70.5769	69.9796	1.52075	1.1802	1.1534	1.12524	1.09815	1.07123	0.710458	0.396868	0	
3.92e+06	4807.47	70.756	70.1587	1.52853	1.18693	1.15998	1.13166	1.10441	1.0774	0.71446	0.399095	0	
3.93e+06	4807.47	70.9352	70.3378	1.53633	1.19369	1.16658	1.13809	1.11068	1.08358	0.718475	0.401329	0	
3.94e+06	4807.47	71.1143	70.5169	1.54414	1.20046	1.1732	1.14455	1.11697	1.08979	0.7225	0.403568	0	
3.95e+06	4807.47	71.2934	70.696	1.55198	1.20725	1.17984	1.15102	1.12328	1.09601	0.726537	0.405815	0	
3.96e+06	4807.47	71.4726	70.8751	1.55984	1.21406	1.18649	1.15751	1.12961	1.10225	0.730584	0.408067	0	
3.97e+06	4807.47	71.6517	71.0542	1.56772	1.22089	1.19317	1.16402	1.13595	1.10851	0.734643	0.410325	0	
3.98e+06	4807.47	71.8308	71.2333	1.57561	1.22774	1.19986	1.17055	1.14232	1.11478	0.738714	0.41259	0	
3.99e+06	4807.47	72.0099	71.4124	1.58353	1.23461	1.20657	1.17709	1.1487	1.12108	0.742795	0.414861	0	
4e+06	4807.47	72.189	71.5915	1.59147	1.2415	1.21331	1.18366	1.15509	1.12739	0.746888	0.417138	0	
4.01e+06	4807.47	72.3681	71.7705	1.59942	1.24841	1.22006	1.19024	1.16151	1.13372	0.750992	0.419421	0	
4.02e+06	4807.47	72.5472	71.9496	1.6074	1.25533	1.22682	1.19684	1.16794	1.14006	0.755107	0.42171	0	
4.03e+06	4807.47	72.7262	72.1287	1.61539	1.26228	1.23361	1.20346	1.17439	1.14643	0.759233	0.424006	0	
4.04e+06	4807.47	72.9053	72.3077	1.6234	1.26924	1.24042	1.21009	1.18086	1.15281	0.76337	0.426308	0	
4.05e+06	4807.47	73.0843	72.4867	1.63144	1.27623	1.24724	1.21675	1.18735	1.15921	0.767519	0.428616	0	
4.06e+06	4807.47	73.2634	72.6658	1.63949	1.28323	1.25409	1.22342	1.19385	1.16563	0.771679	0.43093	0	
4.07e+06	4807.47	73.4424	72.8448	1.64756	1.29025	1.26095	1.23011	1.20037	1.17206	0.77585	0.433251	0	
4.08e+06	4807.47	73.6215	73.0238	1.65565	1.29729	1.26783	1.23682	1.20691	1.17851	0.780032	0.435577	0	
4.09e+06	4807.47	73.8005	73.2028	1.66376	1.30435	1.27473	1.24355	1.21347	1.18498	0.784225	0.43791	0	
4.1e+06	4807.47	73.9795	73.3818	1.67189	1.31143	1.28165	1.25029	1.22005	1.19147	0.78843	0.440249	0	
4.11e+06	4807.47	74.1586	73.5608	1.68004	1.31853	1.28858	1.25706	1.22664	1.19798	0.792645	0.442595	0	
4.12e+06	4807.47	74.3376	73.7398	1.68821	1.32565	1.29554	1.26384	1.23325	1.2045	0.796872	0.444946	0	
4.13e+06	4807.47	74.5166	73.9188	1.6964	1.33278	1.30251	1.27064	1.23988	1.21104	0.80111	0.447304	0	
4.14e+06	4807.47	74.6956	74.0978	1.7046	1.33994	1.30951	1.27746	1.24652	1.2176	0.80536	0.449667	0	
4.15e+06	4807.47	74.8746	74.2767	1.71283	1.34711	1.31652	1.28429	1.25319	1.22418	0.80962	0.452037	0	
4.16e+06	4807.47	75.0535	74.4557	1.72108	1.35431	1.32355	1.29115	1.25987	1.23077	0.813892	0.454414	0	
4.17e+06	4807.47	75.2325	74.6347	1.72934	1.36152	1.3306	1.29802	1.26657	1.23738	0.818175	0.456796	0	
4.18e+06	4807.47	75.4115	74.8136	1.73763	1.36875	1.33766	1.30491	1.27328	1.24401	0.822469	0.459185	0	
4.19e+06	4807.47	75.5905	74.9926	1.74593	1.376	1.34475	1.31182	1.28002	1.25066	0.826774	0.461579	0	
4.2e+06	4807.47	75.7694	75.1715	1.75426	1.38327	1.35186	1.31875	1.28677	1.25732	0.83109	0.46398	0	
4.21e+06	4807.47	75.9484	75.3504	1.7626	1.39056	1.35898	1.3257	1.29354	1.264	0.835418	0.466388	0	
4.22e+06	4807.47	76.1273	75.5293	1.77096	1.39787	1.36612	1.33266	1.30033	1.2707	0.839756	0.468801	0	
4.23e+06	4807.47	76.3062	75.7083	1.77934	1.40519	1.37328	1.33964	1.30713	1.27742	0.844106	0.47122	0	
4.24e+06	4807.47	76.4852	75.8872	1.78774	1.41254	1.38046	1.34664	1.31395	1.28416	0.848467	0.473646	0	
4.25e+06	4807.47	76.6641	76.0661	1.79616	1.41991	1.38766	1.35366	1.32079	1.29091	0.852839	0.476078	0	
4.26e+06	4807.47	76.843	76.245	1.8046	1.42729	1.39488	1.3607	1.32765	1.29768	0.857222	0.478516	0	
4.27e+06	4807.47	77.0219	76.4238	1.81306	1.43469	1.40211	1.36775	1.33453	1.30447	0.861617	0.48096	0	
4.28e+06	4807.47	77.2008	76.6027	1.82154	1.44212	1.40936	1.37483	1.34142	1.31127	0.866022	0.483411	0	
4.29e+06	4807.47	77.3797	76.7816	1.83004	1.44956	1.41664	1.38192	1.34833	1.3181	0.870439	0.485867	0	
4.3e+06	4807.47	77.5586	76.9605	1.83856	1.45702	1.42393	1.38903	1.35526	1.32494	0.874867	0.48833	0	
4.31e+06	4807.47	77.7375	77.1393	1.84709	1.4645	1.43124	1.39615	1.36221	1.33179	0.879306	0.490799	0	
4.32e+06	4807.47	77.9163	77.3182	1.85565	1.472	1.43857	1.4033	1.36917	1.33867	0.883756	0.493274	0	
4.33e+06	4807.47	78.0952	77.497	1.86423	1.47952	1.44591	1.41046	1.37615	1.34556	0.888218	0.495756	0	
4.34e+06	4807.47	78.2741	77.6759	1.87282	1.48705	1.45328	1.41764	1.38315	1.35248	0.89269	0.498243	0	
4.35e+06	4807.47	78.4529	77.8547	1.88143	1.49461	1.46066	1.42484	1.39017	1.3594	0.897174	0.500737	0	
4.36e+06	4807.47	78.6318	78.0335	1.89007	1.50218	1.46807	1.43206	1.3972	1.36635	0.901669	0.503237	0	
4.37e+06	4807.47	78.8106	78.2123	1.89872	1.50978	1.47549	1.4393	1.40426	1.37332	0.906175	0.505743	0	
4.38e+06	4807.47	78.9894	78.3911	1.90739	1.51739	1.48293	1.44655	1.41133	1.3803	0.910692	0.508255	0	
4.39e+06	4807.47	79.1683	78.57	1.91608	1.52502	1.49039	1.45382	1.41841	1.3873	0.91522	0.510773	0	
4.4e+06	4807.47	79.3471	78.7487	1.92479	1.53267	1.49786	1.46111	1.42552	1.39431	0.919759	0.513298	0	
4.41e+06	4807.47	79.5259	78.9275	1.93352	1.54034	1.50536	1.46842	1.43264	1.40135	0.92431	0.515828	0	
4.42e+06	4807.47	79.7047	79.1063	1.94227	1.54803	1.51287	1.47575	1.43978	1.4084	0.928871	0.518365	0	
4.43e+06	4807.47	79.8835	79.2851	1.95104	1.55574	1.52041	1.48309	1.44694	1.41547	0.933444	0.520908	0	
4.44e+06	4807.47	80.0623	79.4639	1.95983	1.56347	1.52796	1.49046	1.45411	1.42256	0.938028	0.523457	0	
4.45e+06	4807.47	80.2411	79.6426	1.96864	1.57121	1.53553	1.49784	1.46131	1.42966	0.942623	0.526013	0	
4.46e+06	4807.47	80.4199	79.8214	1.97746	1.57898	1.54312	1.50524	1.46852	1.43678	0.947229	0.528574	0	
4.47e+06	4807.47	80.5986	80.0001	1.98631	1.58676	1.55072	1.51266	1.47575	1.44392	0.951846	0.531142	0	
4.48e+06	4807.47	80.7774	80.1789	1.99517	1.59456	1.55835	1.52009	1.48299	1.45108	0.956474	0.533716	0	
4.49e+06	4807.47	80.9561	80.3576	2.00406	1.60239	1.56599	1.52754	1.49026	1.45826	0.961114	0.536296	0	
4.5e+06	4807.47	81.1349	80.5364	2.01296	1.61023	1.57366	1.53502	1.49754	1.46545	0.965764	0.538882	0	
4.51e+06	4807.47	81.3136	80.7151	2.02188	1.61809	1.58134	1.54251	1.50484	1.47266	0.970426	0.541474	0	
4.52e+06	4807.47	81.4924	80.8938	2.03082	1.62597	1.58904	1.55001	1.51215	1.47989	0.975099	0.544072	0	
4.53e+06	4807.47	81.6711	81.0725	2.03979	1.63386	1.59676	1.55754	1.51949	1.48713	0.979783	0.546677	0	
4.54e+06	4807.47	81.8498	81.2512	2.04877	1.64178	1.60449	1.56508	1.52684	1.49439	0.984478	0.549288	0	
4.55e+06	4807.47	82.0285	81.4299	2.05777	1.64972	1.61225	1.57265	1.53421	1.50167	0.989184	0.551905	0	
4.56e+06	4807.47	82.2073	81.6086	2.06678	1.65767	1.62002	1.58023	1.54159	1.50897	0.993901	0.554528	0	
4.57e+06	4807.47	82.386	81.7873	2.07582	1.66565	1.62782	1.58782	1.549	1.51629	0.99863	0.557157	0	
4.58e+06	4807.47	82.5646	81.9659	2.08488	1.67364	1.63563	1.59544	1.55642	1.52362	1.00337	0.559792	0	
4.59e+06	4807.47	82.7433	82.1446	2.09396	1.68165	1.64346	1.60307	1.56386	1.53097	1.00812	0.562434	0	
4.6e+06	4807.47	82.922	82.3233	2.10305	1.68968	1.65131	1.61073	1.57132	1.53834	1.01288	0.565082	0	
4.61e+06	4807.47	83.1007	82.5019	2.11217	1.69773	1.65917	1.6184	1.57879	1.54573	1.01765	0.567735	0	
4.62e+06	4807.47	83.2794	82.6806	2.1213	1.7058	1.66706	1.62608	1.58628	1.55313	1.02244	0.570395	0	
4.63e+06	4807.47	83.458	82.8592	2.13046	1.71389	1.67496	1.63379	1.59379	1.56055	1.02723	0.573061	0	
4.64e+06	4807.47	83.6367	83.0378	2.13963	1.722	1.68288	1.64152	1.60132	1.56799	1.03204	0.575734	0	
4.65e+06	4807.47	83.8153	83.2165	2.14882	1.73012	1.69083	1.64926	1.60887	1.57544	1.03686	0.578412	0	
4.66e+06	4807.47	83.994	83.3951	2.15803	1.73827	1.69878	1.65702	1.61643	1.58292	1.04168	0.581097	0	
4.67e+06	4807.47	84.1726	83.5737	2.16727	1.74643	1.70676	1.6648	1.62401	1.59041	1.04652	0.583787	0	
4.68e+06	4807.47	84.3512	83.7523	2.17652	1.75461	1.71476	1.67259	1.63161	1.59792	1.05137	0.586484	0	
4.69e+06	4807.47	84.5298	83.9309	2.18578	1.76281	1.72277	1.68041	1.63922	1.60544	1.05624	0.589187	0	
4.7e+06	4807.47	84.7085	84.1095	2.19507	1.77103	1.73081	1.68824	1.64685	1.61299	1.06111	0.591896	0	
4.71e+06	4807.47	84.8871	84.2881	2.20438	1.77927	1.73886	1.69609	1.6545	1.62055	1.06599	0.594611	0	
4.72e+06	4807.47	85.0657	84.4667	2.21371	1.78753	1.74693	1.70396	1.66217	1.62812	1.07089	0.597333	0	
4.73e+06	4807.47	85.2442	84.6452	2.22305	1.79581	1.75502	1.71185	1.66986	1.63572	1.07579	0.60006	0	
4.74e+06	4807.47	85.4228	84.8238	2.23242	1.8041	1.76313	1.71975	1.67756	1.64333	1.08071	0.602794	0	
4.75e+06	4807.47	85.6014	85.0024	2.2418	1.81242	1.77125	1.72768	1.68528	1.65096	1.08564	0.605534	0	
4.76e+06	4807.47	85.78	85.1809	2.25121	1.82075	1.7794	1.73562	1.69302	1.65861	1.09058	0.60828	0	
4.77e+06	4807.47	85.9585	85.3594	2.26063	1.82911	1.78756	1.74358	1.70077	1.66628	1.09553	0.611032	0	
4.78e+06	4807.47	86.1371	85.538	2.27007	1.83748	1.79574	1.75155	1.70855	1.67396	1.10049	0.61379	0	
4.79e+06	4807.47	86.3157	85.7165	2.27953	1.84587	1.80394	1.75955	1.71634	1.68166	1.10546	0.616554	0	
4.8e+06	4807.47	86.4942	85.895	2.28901	1.85428	1.81216	1.76756	1.72415	1.68938	1.11044	0.619325	0	
4.81e+06	4807.47	86.6727	86.0736	2.29851	1.86271	1.8204	1.77559	1.73197	1.69712	1.11544	0.622101	0	
4.82e+06	4807.47	86.8513	86.2521	2.30803	1.87115	1.82865	1.78364	1.73981	1.70487	1.12044	0.624884	0	
4.83e+06	4807.47	87.0298	86.4306	2.31757	1.87962	1.83693	1.79171	1.74768	1.71264	1.12546	0.627673	0	
4.84e+06	4807.47	87.2083	86.6091	2.32713	1.8881	1.84522	1.79979	1.75555	1.72043	1.13049	0.630468	0	
4.85e+06	4807.47	87.3868	86.7875	2.3367	1.89661	1.85353	1.8079	1.76345	1.72823	1.13553	0.633269	0	
4.86e+06	4807.47	87.5653	86.966	2.3463	1.90513	1.86186	1.81602	1.77136	1.73606	1.14057	0.636076	0	
4.87e+06	4807.47	87.7438	87.1445	2.35591	1.91367	1.87021	1.82416	1.77929	1.7439	1.14564	0.638889	0	
4.88e+06	4807.47	87.9223	87.323	2.36555	1.92223	1.87857	1.83231	1.78724	1.75176	1.15071	0.641709	0	
4.89e+06	4807.47	88.1008	87.5014	2.3752	1.93081	1.88696	1.84049	1.79521	1.75963	1.15579	0.644535	0	
4.9e+06	4807.47	88.2793	87.6799	2.38487	1.93941	1.89536	1.84868	1.80319	1.76753	1.16088	0.647366	0	
4.91e+06	4807.47	88.4577	87.8583	2.39457	1.94803	1.90378	1.85689	1.81119	1.77544	1.16599	0.650204	0	
4.92e+06	4807.47	88.6362	88.0368	2.40428	1.95666	1.91222	1.86512	1.81921	1.78336	1.1711	0.653048	0	
4.93e+06	4807.47	88.8147	88.2152	2.41401	1.96532	1.92068	1.87337	1.82724	1.79131	1.17623	0.655898	0	
4.94e+06	4807.47	88.9931	88.3936	2.42375	1.97399	1.92916	1.88163	1.8353	1.79927	1.18137	0.658754	0	
4.95e+06	4807.47	89.1715	88.5721	2.43352	1.98269	1.93765	1.88992	1.84337	1.80725	1.18652	0.661616	0	
4.96e+06	4807.47	89.35	88.7505	2.44331	1.9914	1.94617	1.89822	1.85146	1.81525	1.19168	0.664485	0	
4.97e+06	4807.47	89.5284	88.9289	2.45312	2.00013	1.9547	1.90654	1.85956	1.82327	1.19685	0.667359	0	
4.98e+06	4807.47	89.7068	89.1073	2.46294	2.00888	1.96325	1.91487	1.86768	1.8313	1.20203	0.67024	0	
4.99e+06	4807.47	89.8852	89.2857	2.47279	2.01765	1.97182	1.92323	1.87582	1.83935	1.20723	0.673127	0	
5e+06	4807.47	90.0636	89.4641	2.48265	2.02643	1.9804	1.9316	1.88398	1.84742	1.21243	0.67602	0	
5.01e+06	4807.47	90.242	89.6424	2.49253	2.03524	1.98901	1.93999	1.89216	1.8555	1.21765	0.678919	0	
5.02e+06	4807.47	90.4204	89.8208	2.50244	2.04406	1.99763	1.9484	1.90035	1.8636	1.22287	0.681824	0	
5.03e+06	4807.47	90.5988	89.9992	2.51236	2.05291	2.00628	1.95683	1.90856	1.87172	1.22811	0.684735	0	
5.04e+06	4807.47	90.7772	90.1775	2.5223	2.06177	2.01494	1.96527	1.91679	1.87986	1.23336	0.687652	0	
5.05e+06	4807.47	90.9556	90.3559	2.53226	2.07065	2.02362	1.97373	1.92503	1.88801	1.23862	0.690575	0	
5.06e+06	4807.47	91.1339	90.5342	2.54223	2.07955	2.03231	1.98221	1.9333	1.89619	1.24389	0.693505	0	
5.07e+06	4807.47	91.3123	90.7126	2.55223	2.08847	2.04103	1.99071	1.94158	1.90437	1.24917	0.696441	0	
5.08e+06	4807.47	91.4907	90.8909	2.56225	2.09741	2.04977	1.99923	1.94987	1.91258	1.25446	0.699382	0	
5.09e+06	4807.47	91.669	91.0692	2.57228	2.10636	2.05852	2.00776	1.95819	1.92081	1.25976	0.70233	0	
5.1e+06	4807.47	91.8473	91.2476	2.58234	2.11534	2.06729	2.01631	1.96652	1.92905	1.26508	0.705284	0	
5.11e+06	4807.47	92.0257	91.4259	2.59241	2.12433	2.07608	2.02488	1.97487	1.93731	1.2704	0.708244	0	
5.12e+06	4807.47	92.204	91.6042	2.60251	2.13335	2.08489	2.03347	1.98324	1.94558	1.27574	0.71121	0	
5.13e+06	4807.47	92.3823	91.7825	2.61262	2.14238	2.09371	2.04208	1.99162	1.95388	1.28109	0.714182	0	
5.14e+06	4807.47	92.5606	91.9608	2.62275	2.15143	2.10256	2.0507	2.00003	1.96219	1.28645	0.717161	0	
5.15e+06	4807.47	92.7389	92.139	2.6329	2.1605	2.11142	2.05934	2.00845	1.97052	1.29182	0.720145	0	
5.16e+06	4807.47	92.9172	92.3173	2.64307	2.16959	2.1203	2.068	2.01688	1.97886	1.2972	0.723136	0	
