time	238U	234Th	234Pa	234U	230Th	226Ra	222Rn	218Po	218At	214Pb	218Rn	214Bi	214Po	210Tl	210Pb	210Bi	206Hg	210Po	206Tl	206Pb	
5.32224e+08	10	1.47677e-10	1.71065e-12	2.60139e-08	6.15809e-13	3.15884e-17	2.06113e-22	1.15977e-25	1.8716e-31	1.00299e-24	4.37271e-36	7.45144e-25	1.02288e-31	1.02006e-29	5.17986e-20	3.18703e-23	7.01285e-34	7.7777e-22	2.48477e-32	4.70495e-21	
5.32829e+08	10	1.47677e-10	1.71065e-12	2.60436e-08	6.17217e-13	3.16967e-17	2.06821e-22	1.16372e-25	1.87817e-31	1.00648e-24	4.38381e-36	7.47628e-25	1.02821e-31	1.0251e-29	5.20299e-20	3.20128e-23	7.04403e-34	7.81357e-22	2.49581e-32	4.73229e-21	
5.33434e+08	10	1.47677e-10	1.71065e-12	2.60733e-08	6.18627e-13	3.18053e-17	2.0753e-22	1.16769e-25	1.88458e-31	1.00992e-24	4.3968e-36	7.50183e-25	1.03289e-31	1.02969e-29	5.22621e-20	3.21558e-23	7.07535e-34	7.84957e-22	2.50691e-32	4.75975e-21	
5.34038e+08	10	1.47677e-10	1.71065e-12	2.61031e-08	6.20039e-13	3.19142e-17	2.08241e-22	1.17169e-25	1.89096e-31	1.01336e-24	4.41206e-36	7.52774e-25	1.03647e-31	1.03331e-29	5.24949e-20	3.22993e-23	7.10687e-34	7.88569e-22	2.51809e-32	4.78734e-21	
5.34643e+08	10	1.47677e-10	1.71065e-12	2.61328e-08	6.21452e-13	3.20233e-17	2.08953e-22	1.17571e-25	1.89734e-31	1.0168e-24	4.42881e-36	7.55389e-25	1.0393e-31	1.03627e-29	5.27286e-20	3.24432e-23	7.13856e-34	7.92193e-22	2.52933e-32	4.81505e-21	
5.35248e+08	10	1.47677e-10	1.71065e-12	2.61625e-08	6.22867e-13	3.21326e-17	2.09667e-22	1.17974e-25	1.90374e-31	1.02024e-24	4.44626e-36	7.58013e-25	1.04177e-31	1.03889e-29	5.2963e-20	3.25876e-23	7.17038e-34	7.95829e-22	2.54063e-32	4.84289e-21	
5.35853e+08	10	1.47677e-10	1.71065e-12	2.61922e-08	6.24283e-13	3.22422e-17	2.10383e-22	1.18379e-25	1.91019e-31	1.02371e-24	4.46361e-36	7.60633e-25	1.04426e-31	1.0415e-29	5.31982e-20	3.27325e-23	7.20231e-34	7.99477e-22	2.55197e-32	4.87086e-21	
5.36458e+08	10	1.47677e-10	1.71065e-12	2.6222e-08	6.25701e-13	3.23521e-17	2.11101e-22	1.18784e-25	1.91671e-31	1.0272e-24	4.48006e-36	7.63234e-25	1.04714e-31	1.04443e-29	5.34342e-20	3.28779e-23	7.23432e-34	8.03138e-22	2.56333e-32	4.89896e-21	
5.37062e+08	10	1.47677e-10	1.71065e-12	2.62517e-08	6.27121e-13	3.24622e-17	2.1182e-22	1.19188e-25	1.92334e-31	1.03073e-24	4.4948e-36	7.65804e-25	1.0508e-31	1.048e-29	5.36709e-20	3.30237e-23	7.26637e-34	8.06811e-22	2.57471e-32	4.92718e-21	
5.37667e+08	10	1.47677e-10	1.71065e-12	2.62814e-08	6.28542e-13	3.25725e-17	2.1254e-22	1.19592e-25	1.93009e-31	1.0343e-24	4.507e-36	7.68327e-25	1.05564e-31	1.05256e-29	5.39084e-20	3.317e-23	7.29843e-34	8.10497e-22	2.58607e-32	4.95554e-21	
5.38272e+08	10	1.47677e-10	1.71065e-12	2.63112e-08	6.29965e-13	3.26831e-17	2.13263e-22	1.19995e-25	1.93666e-31	1.03783e-24	4.5189e-36	7.70904e-25	1.06103e-31	1.05776e-29	5.41467e-20	3.33168e-23	7.33053e-34	8.14195e-22	2.59744e-32	4.98402e-21	
5.38877e+08	10	1.47677e-10	1.71065e-12	2.63409e-08	6.31389e-13	3.27939e-17	2.13986e-22	1.20402e-25	1.94318e-31	1.04133e-24	4.53347e-36	7.7353e-25	1.06515e-31	1.06187e-29	5.43857e-20	3.34641e-23	7.36284e-34	8.17906e-22	2.60889e-32	5.01263e-21	
5.39482e+08	10	1.47677e-10	1.71065e-12	2.63706e-08	6.32815e-13	3.2905e-17	2.14712e-22	1.2081e-25	1.94968e-31	1.04483e-24	4.54994e-36	7.76186e-25	1.06835e-31	1.06516e-29	5.46256e-20	3.36118e-23	7.39534e-34	8.21629e-22	2.62042e-32	5.04138e-21	
5.40086e+08	10	1.47677e-10	1.71065e-12	2.64004e-08	6.34243e-13	3.30164e-17	2.15439e-22	1.21221e-25	1.95619e-31	1.04834e-24	4.56749e-36	7.78858e-25	1.07099e-31	1.06796e-29	5.48662e-20	3.376e-23	7.428e-34	8.25364e-22	2.63201e-32	5.07025e-21	
5.40691e+08	10	1.47677e-10	1.71065e-12	2.64301e-08	6.35672e-13	3.3128e-17	2.16168e-22	1.21633e-25	1.96273e-31	1.05186e-24	4.58533e-36	7.81532e-25	1.07347e-31	1.07058e-29	5.51076e-20	3.39088e-23	7.46077e-34	8.29112e-22	2.64365e-32	5.09926e-21	
5.41296e+08	10	1.47677e-10	1.71065e-12	2.64598e-08	6.37103e-13	3.32398e-17	2.16898e-22	1.22046e-25	1.96935e-31	1.05541e-24	4.60263e-36	7.84194e-25	1.07617e-31	1.07337e-29	5.53497e-20	3.40579e-23	7.49364e-34	8.32873e-22	2.65532e-32	5.1284e-21	
5.41901e+08	10	1.47677e-10	1.71065e-12	2.64895e-08	6.38535e-13	3.33519e-17	2.17631e-22	1.22458e-25	1.97605e-31	1.05899e-24	4.61857e-36	7.8683e-25	1.07948e-31	1.07667e-29	5.55927e-20	3.42076e-23	7.52657e-34	8.36646e-22	2.66701e-32	5.15767e-21	
5.42506e+08	10	1.47677e-10	1.71065e-12	2.65193e-08	6.39969e-13	3.34643e-17	2.18364e-22	1.2287e-25	1.98286e-31	1.06261e-24	4.63232e-36	7.89426e-25	1.08381e-31	1.0808e-29	5.58364e-20	3.43578e-23	7.55952e-34	8.40431e-22	2.6787e-32	5.18707e-21	
5.4311e+08	10	1.47677e-10	1.71065e-12	2.6549e-08	6.41405e-13	3.35769e-17	2.191e-22	1.23281e-25	1.98968e-31	1.06624e-24	4.64383e-36	7.92011e-25	1.08938e-31	1.08608e-29	5.6081e-20	3.45084e-23	7.59247e-34	8.4423e-22	2.69037e-32	5.21661e-21	
5.43715e+08	10	1.47677e-10	1.71065e-12	2.65787e-08	6.42842e-13	3.36897e-17	2.19837e-22	1.23694e-25	1.99634e-31	1.06981e-24	4.6575e-36	7.94668e-25	1.09416e-31	1.09077e-29	5.63263e-20	3.46595e-23	7.62557e-34	8.48041e-22	2.7021e-32	5.24628e-21	
5.4432e+08	10	1.47677e-10	1.71065e-12	2.66085e-08	6.44281e-13	3.38028e-17	2.20575e-22	1.24109e-25	2.00296e-31	1.07338e-24	4.67348e-36	7.97363e-25	1.09781e-31	1.09448e-29	5.65724e-20	3.48112e-23	7.65889e-34	8.51865e-22	2.71391e-32	5.27608e-21	
5.44925e+08	10	1.47677e-10	1.71065e-12	2.66382e-08	6.45722e-13	3.39162e-17	2.21316e-22	1.24527e-25	2.00959e-31	1.07695e-24	4.69096e-36	8.0008e-25	1.10072e-31	1.09752e-29	5.68193e-20	3.49633e-23	7.69237e-34	8.55701e-22	2.7258e-32	5.30602e-21	
5.4553e+08	10	1.47677e-10	1.71065e-12	2.66679e-08	6.47164e-13	3.40298e-17	2.22058e-22	1.24946e-25	2.01624e-31	1.08054e-24	4.7091e-36	8.02806e-25	1.10327e-31	1.10023e-29	5.7067e-20	3.51159e-23	7.726e-34	8.5955e-22	2.73774e-32	5.33609e-21	
5.46134e+08	10	1.47677e-10	1.71065e-12	2.66977e-08	6.48607e-13	3.41436e-17	2.22801e-22	1.25366e-25	2.02295e-31	1.08414e-24	4.72709e-36	8.05527e-25	1.10587e-31	1.10296e-29	5.73155e-20	3.5269e-23	7.75974e-34	8.63412e-22	2.74972e-32	5.36629e-21	
5.46739e+08	10	1.47677e-10	1.71065e-12	2.67274e-08	6.50053e-13	3.42578e-17	2.23547e-22	1.25787e-25	2.02973e-31	1.08777e-24	4.74409e-36	8.08228e-25	1.1089e-31	1.10603e-29	5.75648e-20	3.54225e-23	7.79355e-34	8.67287e-22	2.76173e-32	5.39664e-21	
5.47344e+08	10	1.47677e-10	1.71065e-12	2.67571e-08	6.515e-13	3.43721e-17	2.24294e-22	1.26207e-25	2.03662e-31	1.09144e-24	4.75925e-36	8.10894e-25	1.11278e-31	1.1098e-29	5.78148e-20	3.55766e-23	7.8274e-34	8.71175e-22	2.77374e-32	5.42712e-21	
5.47949e+08	10	1.47677e-10	1.71065e-12	2.67868e-08	6.52948e-13	3.44868e-17	2.25042e-22	1.26626e-25	2.04364e-31	1.09515e-24	4.77173e-36	8.13511e-25	1.11789e-31	1.11461e-29	5.80657e-20	3.57312e-23	7.86126e-34	8.75075e-22	2.78574e-32	5.45773e-21	
5.48554e+08	10	1.47677e-10	1.71065e-12	2.68166e-08	6.54398e-13	3.46016e-17	2.25793e-22	1.27045e-25	2.05045e-31	1.0988e-24	4.78428e-36	8.16195e-25	1.12343e-31	1.11997e-29	5.83174e-20	3.58862e-23	7.89517e-34	8.78988e-22	2.79775e-32	5.48848e-21	
5.49158e+08	10	1.47677e-10	1.71065e-12	2.68463e-08	6.5585e-13	3.47168e-17	2.26545e-22	1.27468e-25	2.05721e-31	1.10244e-24	4.79956e-36	8.18925e-25	1.12764e-31	1.12417e-29	5.85699e-20	3.60418e-23	7.92931e-34	8.82914e-22	2.80985e-32	5.51937e-21	
5.49763e+08	10	1.47677e-10	1.71065e-12	2.6876e-08	6.57303e-13	3.48322e-17	2.27298e-22	1.27892e-25	2.06396e-31	1.10608e-24	4.81676e-36	8.21685e-25	1.13091e-31	1.12755e-29	5.88232e-20	3.61978e-23	7.96363e-34	8.86854e-22	2.82203e-32	5.5504e-21	
5.50368e+08	10	1.47677e-10	1.71065e-12	2.69058e-08	6.58758e-13	3.49478e-17	2.28053e-22	1.28319e-25	2.07072e-31	1.10972e-24	4.83504e-36	8.24461e-25	1.13363e-31	1.13043e-29	5.90773e-20	3.63544e-23	7.99812e-34	8.90806e-22	2.83428e-32	5.58157e-21	
5.50973e+08	10	1.47677e-10	1.71065e-12	2.69355e-08	6.60215e-13	3.50637e-17	2.2881e-22	1.28747e-25	2.07753e-31	1.11338e-24	4.85355e-36	8.27237e-25	1.13621e-31	1.13315e-29	5.93322e-20	3.65114e-23	8.03273e-34	8.94771e-22	2.84657e-32	5.61287e-21	
5.51578e+08	10	1.47677e-10	1.71065e-12	2.69652e-08	6.61673e-13	3.51799e-17	2.29569e-22	1.29175e-25	2.0844e-31	1.11707e-24	4.87145e-36	8.3e-25	1.13904e-31	1.13608e-29	5.95879e-20	3.6669e-23	8.06744e-34	8.98749e-22	2.85889e-32	5.64431e-21	
5.52182e+08	10	1.47677e-10	1.71065e-12	2.6995e-08	6.63133e-13	3.52963e-17	2.30329e-22	1.29604e-25	2.09136e-31	1.12079e-24	4.88788e-36	8.32735e-25	1.14254e-31	1.13954e-29	5.98445e-20	3.6827e-23	8.1022e-34	9.0274e-22	2.87123e-32	5.6759e-21	
5.52787e+08	10	1.47677e-10	1.71065e-12	2.70247e-08	6.64594e-13	3.54129e-17	2.31091e-22	1.30031e-25	2.09845e-31	1.12455e-24	4.90198e-36	8.35427e-25	1.1471e-31	1.1439e-29	6.01018e-20	3.69856e-23	8.13698e-34	9.06744e-22	2.88357e-32	5.70762e-21	
5.53392e+08	10	1.47677e-10	1.71065e-12	2.70544e-08	6.66057e-13	3.55299e-17	2.31855e-22	1.30458e-25	2.10551e-31	1.12831e-24	4.91393e-36	8.38115e-25	1.15292e-31	1.14942e-29	6.03599e-20	3.71446e-23	8.17176e-34	9.10762e-22	2.89588e-32	5.73949e-21	
5.53997e+08	10	1.47677e-10	1.71065e-12	2.70842e-08	6.67522e-13	3.5647e-17	2.3262e-22	1.30887e-25	2.11242e-31	1.13202e-24	4.92831e-36	8.40878e-25	1.15779e-31	1.15422e-29	6.06189e-20	3.73042e-23	8.20672e-34	9.14792e-22	2.90827e-32	5.77149e-21	
5.54602e+08	10	1.47677e-10	1.71065e-12	2.71139e-08	6.68988e-13	3.57645e-17	2.33387e-22	1.31318e-25	2.1193e-31	1.13573e-24	4.94503e-36	8.43677e-25	1.16152e-31	1.15801e-29	6.08787e-20	3.74642e-23	8.24189e-34	9.18836e-22	2.92075e-32	5.80364e-21	
5.55206e+08	10	1.47677e-10	1.71065e-12	2.71436e-08	6.70456e-13	3.58822e-17	2.34156e-22	1.31752e-25	2.12618e-31	1.13944e-24	4.96324e-36	8.46499e-25	1.16451e-31	1.16113e-29	6.11393e-20	3.76248e-23	8.27724e-34	9.22892e-22	2.9333e-32	5.83593e-21	
5.55811e+08	10	1.47677e-10	1.71065e-12	2.71733e-08	6.71925e-13	3.60001e-17	2.34927e-22	1.32187e-25	2.13309e-31	1.14316e-24	4.9821e-36	8.49329e-25	1.16715e-31	1.16394e-29	6.14008e-20	3.77859e-23	8.31274e-34	9.26962e-22	2.9459e-32	5.86836e-21	
5.56416e+08	10	1.47677e-10	1.71065e-12	2.72031e-08	6.73396e-13	3.61183e-17	2.35699e-22	1.32624e-25	2.14005e-31	1.1469e-24	5.00073e-36	8.52153e-25	1.16986e-31	1.16678e-29	6.1663e-20	3.79474e-23	8.34834e-34	9.31046e-22	2.95855e-32	5.90094e-21	
5.57021e+08	10	1.47677e-10	1.71065e-12	2.72328e-08	6.74869e-13	3.62368e-17	2.36472e-22	1.3306e-25	2.1471e-31	1.15067e-24	5.01828e-36	8.54954e-25	1.17306e-31	1.17001e-29	6.19261e-20	3.81095e-23	8.38402e-34	9.35142e-22	2.97121e-32	5.93365e-21	
5.57626e+08	10	1.47677e-10	1.71065e-12	2.72625e-08	6.76343e-13	3.63555e-17	2.37248e-22	1.33496e-25	2.15426e-31	1.15448e-24	5.03386e-36	8.57719e-25	1.17715e-31	1.17398e-29	6.219e-20	3.82721e-23	8.41974e-34	9.39252e-22	2.98389e-32	5.96652e-21	
5.5823e+08	10	1.47677e-10	1.71065e-12	2.72923e-08	6.77819e-13	3.64745e-17	2.38025e-22	1.33931e-25	2.16154e-31	1.15833e-24	5.04661e-36	8.60435e-25	1.18257e-31	1.17908e-29	6.24547e-20	3.84352e-23	8.45546e-34	9.43375e-22	2.99655e-32	5.99952e-21	
5.58835e+08	10	1.47677e-10	1.71065e-12	2.7322e-08	6.79297e-13	3.65938e-17	2.38804e-22	1.34366e-25	2.1686e-31	1.16212e-24	5.05985e-36	8.63226e-25	1.18822e-31	1.18456e-29	6.27203e-20	3.85988e-23	8.49125e-34	9.47511e-22	3.00922e-32	6.03267e-21	
5.5944e+08	10	1.47677e-10	1.71065e-12	2.73517e-08	6.80776e-13	3.67133e-17	2.39584e-22	1.34805e-25	2.17562e-31	1.1659e-24	5.07587e-36	8.66062e-25	1.19252e-31	1.18886e-29	6.29867e-20	3.8763e-23	8.52727e-34	9.51661e-22	3.022e-32	6.06597e-21	
5.60045e+08	10	1.47677e-10	1.71065e-12	2.73815e-08	6.82257e-13	3.6833e-17	2.40367e-22	1.35246e-25	2.18262e-31	1.16967e-24	5.09382e-36	8.68927e-25	1.19586e-31	1.19232e-29	6.32539e-20	3.89276e-23	8.56349e-34	9.55824e-22	3.03485e-32	6.09941e-21	
5.6065e+08	10	1.47677e-10	1.71065e-12	2.74112e-08	6.83739e-13	3.69531e-17	2.41151e-22	1.35688e-25	2.18965e-31	1.17346e-24	5.11283e-36	8.71808e-25	1.19866e-31	1.19529e-29	6.3522e-20	3.90928e-23	8.59987e-34	9.60001e-22	3.04777e-32	6.133e-21	
5.61254e+08	10	1.47677e-10	1.71065e-12	2.74409e-08	6.85223e-13	3.70733e-17	2.41936e-22	1.36132e-25	2.19671e-31	1.17726e-24	5.13203e-36	8.74689e-25	1.20134e-31	1.19812e-29	6.37909e-20	3.92585e-23	8.63638e-34	9.64191e-22	3.06074e-32	6.16673e-21	
5.61859e+08	10	1.47677e-10	1.71065e-12	2.74706e-08	6.86708e-13	3.71939e-17	2.42724e-22	1.36577e-25	2.20384e-31	1.18108e-24	5.15053e-36	8.77555e-25	1.20431e-31	1.20118e-29	6.40606e-20	3.94247e-23	8.67299e-34	9.68395e-22	3.07373e-32	6.20062e-21	
5.62464e+08	10	1.47677e-10	1.71065e-12	2.75004e-08	6.88195e-13	3.73147e-17	2.43513e-22	1.37022e-25	2.21108e-31	1.18494e-24	5.16745e-36	8.8039e-25	1.208e-31	1.20482e-29	6.43312e-20	3.95914e-23	8.70965e-34	9.72612e-22	3.08675e-32	6.23465e-21	
5.63069e+08	10	1.47677e-10	1.71065e-12	2.75301e-08	6.89684e-13	3.74358e-17	2.44303e-22	1.37465e-25	2.21844e-31	1.18885e-24	5.18189e-36	8.8318e-25	1.21283e-31	1.20942e-29	6.46026e-20	3.97586e-23	8.74633e-34	9.76842e-22	3.09976e-32	6.26882e-21	
5.63674e+08	10	1.47677e-10	1.71065e-12	2.75598e-08	6.91175e-13	3.75571e-17	2.45096e-22	1.37908e-25	2.22575e-31	1.19275e-24	5.19432e-36	8.85975e-25	1.21887e-31	1.21517e-29	6.48749e-20	3.99264e-23	8.783e-34	9.81086e-22	3.11275e-32	6.30315e-21	
5.64278e+08	10	1.47677e-10	1.71065e-12	2.75896e-08	6.92666e-13	3.76787e-17	2.4589e-22	1.38353e-25	2.23292e-31	1.1966e-24	5.20943e-36	8.88844e-25	1.22384e-31	1.22007e-29	6.5148e-20	4.00946e-23	8.81988e-34	9.85344e-22	3.12582e-32	6.33763e-21	
5.64883e+08	10	1.47677e-10	1.71065e-12	2.76193e-08	6.9416e-13	3.78005e-17	2.46686e-22	1.38801e-25	2.24006e-31	1.20044e-24	5.2269e-36	8.9175e-25	1.22765e-31	1.22395e-29	6.54219e-20	4.02634e-23	8.85697e-34	9.89615e-22	3.13898e-32	6.37225e-21	
5.65488e+08	10	1.47677e-10	1.71065e-12	2.7649e-08	6.95655e-13	3.79227e-17	2.47483e-22	1.39251e-25	2.2472e-31	1.20429e-24	5.24586e-36	8.94679e-25	1.23071e-31	1.22716e-29	6.56968e-20	4.04327e-23	8.89425e-34	9.939e-22	3.15221e-32	6.40703e-21	
5.66093e+08	10	1.47677e-10	1.71065e-12	2.76788e-08	6.97152e-13	3.8045e-17	2.48283e-22	1.39703e-25	2.25437e-31	1.20815e-24	5.26544e-36	8.97615e-25	1.23344e-31	1.23006e-29	6.59724e-20	4.06026e-23	8.93168e-34	9.98199e-22	3.1655e-32	6.44195e-21	
5.66698e+08	10	1.47677e-10	1.71065e-12	2.77085e-08	6.9865e-13	3.81677e-17	2.49084e-22	1.40155e-25	2.26159e-31	1.21203e-24	5.28472e-36	9.00542e-25	1.23628e-31	1.23302e-29	6.62489e-20	4.07729e-23	8.96921e-34	1.00251e-21	3.17883e-32	6.47703e-21	
5.67302e+08	10	1.47677e-10	1.71065e-12	2.77382e-08	7.0015e-13	3.82906e-17	2.49887e-22	1.40608e-25	2.26891e-31	1.21594e-24	5.30282e-36	9.03446e-25	1.23964e-31	1.23641e-29	6.65263e-20	4.09438e-23	9.00683e-34	1.00684e-21	3.19219e-32	6.51226e-21	
5.67907e+08	10	1.47677e-10	1.71065e-12	2.77679e-08	7.01652e-13	3.84138e-17	2.50691e-22	1.4106e-25	2.27634e-31	1.2199e-24	5.31882e-36	9.06311e-25	1.24396e-31	1.24059e-29	6.68045e-20	4.11153e-23	9.04447e-34	1.01118e-21	3.20555e-32	6.54764e-21	
5.68512e+08	10	1.47677e-10	1.71065e-12	2.77977e-08	7.03155e-13	3.85372e-17	2.51497e-22	1.41511e-25	2.28389e-31	1.2239e-24	5.33187e-36	9.0913e-25	1.24969e-31	1.24599e-29	6.70835e-20	4.12872e-23	9.08211e-34	1.01553e-21	3.21889e-32	6.58317e-21	
5.69117e+08	10	1.47677e-10	1.71065e-12	2.78274e-08	7.0466e-13	3.86609e-17	2.52305e-22	1.41963e-25	2.29121e-31	1.22782e-24	5.34582e-36	9.12028e-25	1.25545e-31	1.25159e-29	6.73634e-20	4.14597e-23	9.11984e-34	1.0199e-21	3.23225e-32	6.61885e-21	
5.69722e+08	10	1.47677e-10	1.71065e-12	2.78571e-08	7.06167e-13	3.87848e-17	2.53115e-22	1.42418e-25	2.29848e-31	1.23174e-24	5.36259e-36	9.14972e-25	1.25983e-31	1.25598e-29	6.76442e-20	4.16327e-23	9.15782e-34	1.02428e-21	3.24572e-32	6.65469e-21	
5.70326e+08	10	1.47677e-10	1.71065e-12	2.78869e-08	7.07675e-13	3.89091e-17	2.53926e-22	1.42875e-25	2.30575e-31	1.23566e-24	5.38131e-36	9.17946e-25	1.26325e-31	1.25952e-29	6.79259e-20	4.18062e-23	9.196e-34	1.02868e-21	3.25927e-32	6.69068e-21	
5.70931e+08	10	1.47677e-10	1.71065e-12	2.79166e-08	7.09184e-13	3.90336e-17	2.54739e-22	1.43335e-25	2.31303e-31	1.23958e-24	5.40106e-36	9.20934e-25	1.26613e-31	1.26258e-29	6.82084e-20	4.19803e-23	9.23434e-34	1.03308e-21	3.27289e-32	6.72683e-21	
5.71536e+08	10	1.47677e-10	1.71065e-12	2.79463e-08	7.10695e-13	3.91583e-17	2.55554e-22	1.43795e-25	2.32036e-31	1.24352e-24	5.42095e-36	9.23921e-25	1.26892e-31	1.26552e-29	6.84918e-20	4.21549e-23	9.27282e-34	1.03751e-21	3.28655e-32	6.76313e-21	
5.72141e+08	10	1.47677e-10	1.71065e-12	2.79761e-08	7.12208e-13	3.92833e-17	2.56371e-22	1.44256e-25	2.32776e-31	1.24749e-24	5.44005e-36	9.26891e-25	1.27203e-31	1.26872e-29	6.8776e-20	4.233e-23	9.31139e-34	1.04194e-21	3.30025e-32	6.79959e-21	
5.72746e+08	10	1.47677e-10	1.71065e-12	2.80058e-08	7.13723e-13	3.94086e-17	2.57189e-22	1.44717e-25	2.33527e-31	1.2515e-24	5.45746e-36	9.29829e-25	1.27592e-31	1.27255e-29	6.90611e-20	4.25057e-23	9.35001e-34	1.0464e-21	3.31396e-32	6.8362e-21	
5.7335e+08	10	1.47677e-10	1.71065e-12	2.80355e-08	7.15239e-13	3.95342e-17	2.58009e-22	1.45177e-25	2.34292e-31	1.25555e-24	5.47223e-36	9.32717e-25	1.28102e-31	1.27739e-29	6.93471e-20	4.26819e-23	9.38865e-34	1.05086e-21	3.32766e-32	6.87297e-21	
5.73955e+08	10	1.47677e-10	1.71065e-12	2.80652e-08	7.16757e-13	3.966e-17	2.58831e-22	1.45636e-25	2.35049e-31	1.25959e-24	5.48519e-36	9.35621e-25	1.28729e-31	1.28338e-29	6.96339e-20	4.28587e-23	9.42729e-34	1.05534e-21	3.34135e-32	6.9099e-21	
5.7456e+08	10	1.47677e-10	1.71065e-12	2.8095e-08	7.18276e-13	3.97861e-17	2.59654e-22	1.46098e-25	2.35791e-31	1.26358e-24	5.50103e-36	9.38599e-25	1.29235e-31	1.28838e-29	6.99216e-20	4.3036e-23	9.46614e-34	1.05983e-21	3.35512e-32	6.94698e-21	
5.75165e+08	10	1.47677e-10	1.71065e-12	2.81247e-08	7.19797e-13	3.99124e-17	2.6048e-22	1.46562e-25	2.36531e-31	1.26756e-24	5.51928e-36	9.41614e-25	1.29623e-31	1.29234e-29	7.02102e-20	4.32138e-23	9.50523e-34	1.06434e-21	3.36899e-32	6.98422e-21	
5.7577e+08	10	1.47677e-10	1.71065e-12	2.81544e-08	7.21319e-13	4.0039e-17	2.61307e-22	1.47029e-25	2.37271e-31	1.27155e-24	5.53901e-36	9.44651e-25	1.29937e-31	1.29563e-29	7.04997e-20	4.33921e-23	9.5445e-34	1.06886e-21	3.38293e-32	7.02162e-21	
5.76374e+08	10	1.47677e-10	1.71065e-12	2.81842e-08	7.22843e-13	4.01659e-17	2.62136e-22	1.47497e-25	2.38015e-31	1.27556e-24	5.55931e-36	9.47695e-25	1.3022e-31	1.29864e-29	7.07901e-20	4.35711e-23	9.58392e-34	1.0734e-21	3.39693e-32	7.05918e-21	
5.76979e+08	10	1.47677e-10	1.71065e-12	2.82139e-08	7.24369e-13	4.02931e-17	2.62966e-22	1.47967e-25	2.38765e-31	1.27958e-24	5.57925e-36	9.50729e-25	1.30516e-31	1.30172e-29	7.10813e-20	4.37505e-23	9.62346e-34	1.07795e-21	3.41098e-32	7.0969e-21	
5.77584e+08	10	1.47677e-10	1.71065e-12	2.82436e-08	7.25897e-13	4.04205e-17	2.63798e-22	1.48436e-25	2.39524e-31	1.28364e-24	5.5979e-36	9.53737e-25	1.30869e-31	1.30528e-29	7.13734e-20	4.39305e-23	9.66307e-34	1.08251e-21	3.42504e-32	7.13477e-21	
5.78189e+08	10	1.47677e-10	1.71065e-12	2.82734e-08	7.27425e-13	4.05482e-17	2.64632e-22	1.48905e-25	2.40295e-31	1.28775e-24	5.61431e-36	9.56703e-25	1.31325e-31	1.30968e-29	7.16664e-20	4.4111e-23	9.70271e-34	1.08709e-21	3.4391e-32	7.17281e-21	
5.78794e+08	10	1.47677e-10	1.71065e-12	2.83031e-08	7.28956e-13	4.06761e-17	2.65468e-22	1.49372e-25	2.41076e-31	1.29189e-24	5.62769e-36	9.59627e-25	1.3193e-31	1.31538e-29	7.19603e-20	4.42921e-23	9.74234e-34	1.09168e-21	3.45315e-32	7.21101e-21	
5.79398e+08	10	1.47677e-10	1.71065e-12	2.83328e-08	7.30488e-13	4.08044e-17	2.66306e-22	1.49841e-25	2.41834e-31	1.29596e-24	5.64236e-36	9.62635e-25	1.32516e-31	1.32109e-29	7.2255e-20	4.44738e-23	9.78208e-34	1.09629e-21	3.46723e-32	7.24937e-21	
5.80003e+08	10	1.47677e-10	1.71065e-12	2.83626e-08	7.32022e-13	4.09329e-17	2.67145e-22	1.50312e-25	2.42588e-31	1.30002e-24	5.65991e-36	9.65689e-25	1.32962e-31	1.32557e-29	7.25507e-20	4.46559e-23	9.82207e-34	1.10091e-21	3.48141e-32	7.28789e-21	
5.80608e+08	10	1.47677e-10	1.71065e-12	2.83923e-08	7.33557e-13	4.10616e-17	2.67986e-22	1.50786e-25	2.43341e-31	1.30407e-24	5.6794e-36	9.68772e-25	1.33312e-31	1.3292e-29	7.28472e-20	4.48387e-23	9.86227e-34	1.10554e-21	3.49568e-32	7.32657e-21	
5.81213e+08	10	1.47677e-10	1.71065e-12	2.8422e-08	7.35094e-13	4.11906e-17	2.68829e-22	1.51263e-25	2.44096e-31	1.30814e-24	5.69991e-36	9.7187e-25	1.33609e-31	1.33234e-29	7.31447e-20	4.5022e-23	9.90265e-34	1.11019e-21	3.51002e-32	7.36542e-21	
5.81818e+08	10	1.47677e-10	1.71065e-12	2.84517e-08	7.36633e-13	4.132e-17	2.69674e-22	1.5174e-25	2.44856e-31	1.31223e-24	5.7205e-36	9.74965e-25	1.33898e-31	1.3354e-29	7.3443e-20	4.52058e-23	9.94316e-34	1.11486e-21	3.52441e-32	7.40443e-21	
5.82422e+08	10	1.47677e-10	1.71065e-12	2.84815e-08	7.38173e-13	4.14495e-17	2.7052e-22	1.52218e-25	2.45624e-31	1.31634e-24	5.74022e-36	9.78041e-25	1.34225e-31	1.33875e-29	7.37422e-20	4.53902e-23	9.98376e-34	1.11954e-21	3.53883e-32	7.4436e-21	
5.83027e+08	10	1.47677e-10	1.71065e-12	2.85112e-08	7.39715e-13	4.15794e-17	2.71368e-22	1.52695e-25	2.46403e-31	1.3205e-24	5.7581e-36	9.81082e-25	1.34634e-31	1.34277e-29	7.40424e-20	4.55751e-23	1.00244e-33	1.12423e-21	3.55326e-32	7.48294e-21	
