time	238U	234Th	234Pa	234U	230Th	226Ra	222Rn	218Po	218At	214Pb	218Rn	214Bi	214Po	210Tl	210Pb	210Bi	206Hg	210Po	206Tl	206Pb	
0	156512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
604800	156512	28072.8	26541.6	0.000689999	3.81555e-11	7.42491e-17	1.45923e-17	1.38464e-17	2.73917e-21	1.33284e-17	2.87663e-24	1.63115e-17	2.50994e-17	4.2937e-21	4.35513e-21	4.86346e-22	6.87391e-29	2.21194e-24	6.84169e-28	0	
1.2096e+06	156512	51026.3	49732.5	0.00274797	3.17186e-10	1.27905e-15	4.36477e-16	4.19012e-16	8.18901e-20	4.02174e-16	7.62042e-23	4.55358e-16	6.89197e-16	1.30219e-19	1.83658e-19	4.17367e-20	3.22882e-27	3.98034e-22	5.55088e-26	0	
1.8144e+06	156512	69794.1	68696	0.00592907	1.05209e-09	6.48227e-15	2.88979e-15	2.80006e-15	5.39504e-19	2.66254e-15	5.82973e-22	2.97403e-15	3.39566e-15	6.75561e-19	1.53878e-18	4.89786e-19	2.74582e-26	7.19301e-21	6.54808e-25	0	
2.4192e+06	156512	85139.5	84201.5	0.0100285	2.41869e-09	2.01396e-14	1.05482e-14	1.02904e-14	1.96486e-18	9.7201e-15	2.40764e-21	1.08114e-14	8.78241e-15	1.84224e-18	6.78087e-18	2.65834e-18	1.21828e-25	5.29765e-20	3.57061e-24	0	
3.024e+06	156512	97686.5	96878.9	0.0148788	4.56076e-09	4.80049e-14	2.80148e-14	2.74519e-14	5.22965e-18	2.58738e-14	6.87045e-21	2.85878e-14	1.69776e-14	3.75843e-18	2.11088e-17	9.56319e-18	3.82009e-25	2.41378e-19	1.28708e-23	0	
3.6288e+06	156512	107945	107243	0.0203429	7.59584e-09	9.68936e-14	6.11072e-14	6.00133e-14	1.14865e-17	5.6714e-14	1.53036e-20	6.1868e-14	3.09659e-14	7.05809e-18	5.28432e-17	2.66522e-17	9.64255e-25	8.15696e-19	3.58539e-23	0	
4.2336e+06	156512	116334	115717	0.0263091	1.162e-08	1.74489e-13	1.16648e-13	1.14577e-13	2.21849e-17	1.09096e-13	2.8375e-20	1.16617e-13	6.25051e-14	1.39232e-17	1.13931e-16	6.24503e-17	2.09724e-24	2.24878e-18	8.37826e-23	0	
4.8384e+06	156512	123192	122644	0.0326857	1.6712e-08	2.89183e-13	2.02286e-13	1.98327e-13	3.91037e-17	1.91175e-13	4.52371e-20	1.986e-13	1.39882e-13	2.94612e-17	2.20343e-16	1.29106e-16	4.0914e-24	5.35019e-18	1.72364e-22	0	
5.4432e+06	156512	128800	128308	0.0393979	2.29358e-08	4.49949e-13	3.26346e-13	3.18807e-13	6.367e-17	3.1039e-13	6.45011e-20	3.15643e-13	3.07416e-13	6.25052e-17	3.92735e-16	2.4284e-16	7.33256e-24	1.13869e-17	3.21946e-22	0	
6.048e+06	156512	133385	132940	0.0463845	3.03442e-08	6.66236e-13	4.97714e-13	4.85473e-13	9.68638e-17	4.7294e-13	9.39513e-20	4.80242e-13	5.18591e-13	1.05417e-16	6.57043e-16	4.24322e-16	1.22779e-23	2.22139e-17	5.60595e-22	0	
6.6528e+06	156512	137134	136728	0.0535954	3.89801e-08	9.4788e-13	7.2572e-13	7.08114e-13	1.40677e-16	6.88145e-13	1.38804e-19	7.01595e-13	7.41515e-13	1.52068e-16	1.04379e-15	6.98988e-16	1.95018e-23	4.04119e-17	9.23083e-22	0	
7.2576e+06	156512	140200	139826	0.0609898	4.88786e-08	1.30503e-12	1.02007e-12	9.96524e-13	1.96974e-16	9.65149e-13	2.02746e-19	9.89488e-13	9.65674e-13	2.00667e-16	1.58876e-15	1.09728e-15	2.96782e-23	6.94296e-17	1.45048e-21	0	
7.8624e+06	156512	142706	142358	0.0685342	6.00684e-08	1.7481e-12	1.39076e-12	1.36057e-12	2.67854e-16	1.31392e-12	2.87853e-19	1.35299e-12	1.19642e-12	2.52203e-16	2.33305e-15	1.65484e-15	4.3588e-23	1.13729e-16	2.19048e-21	0	
8.4672e+06	156512	144756	144429	0.0762012	7.2573e-08	2.28772e-12	1.84805e-12	1.81e-12	3.55714e-16	1.7454e-12	3.93599e-19	1.79993e-12	1.46455e-12	3.12163e-16	3.3231e-15	2.4127e-15	6.21189e-23	1.78933e-16	3.19709e-21	0	
9.072e+06	156512	146431	146121	0.0839685	8.64116e-08	2.93468e-12	2.40239e-12	2.35423e-12	4.63322e-16	2.27176e-12	5.15808e-19	2.33628e-12	1.83647e-12	3.9235e-16	4.61076e-15	3.41741e-15	8.62648e-23	2.71969e-16	4.53007e-21	0	
9.6768e+06	156512	147801	147505	0.0918178	1.016e-07	3.69991e-12	3.06438e-12	3.00218e-12	5.93886e-16	2.90655e-12	6.45564e-19	2.96564e-12	2.42472e-12	5.12777e-16	6.2533e-15	4.72112e-15	1.17122e-22	4.0122e-16	6.25421e-21	0	
1.02816e+07	156512	148922	148637	0.0997341	1.18151e-07	4.59448e-12	3.84478e-12	3.76195e-12	7.50707e-16	3.66375e-12	7.68399e-19	3.69012e-12	3.40281e-12	7.04962e-16	8.31363e-15	6.38171e-15	1.55872e-22	5.76663e-16	8.43784e-21	0	
1.08864e+07	156512	149837	149562	0.107705	1.36074e-07	5.62953e-12	4.75448e-12	4.64551e-12	9.27891e-16	4.53048e-12	9.1178e-19	4.55287e-12	4.63305e-12	9.53998e-16	1.08655e-14	8.4628e-15	2.03676e-22	8.10017e-16	1.11647e-20	0	
1.14912e+07	156512	150586	150319	0.115721	1.5538e-07	6.81629e-12	5.80444e-12	5.66991e-12	1.13068e-15	5.52548e-12	1.10734e-18	5.56152e-12	5.74663e-12	1.18569e-15	1.39839e-14	1.10339e-14	2.62088e-22	1.11488e-15	1.45474e-20	0	
1.2096e+07	156512	151199	150937	0.123774	1.76074e-07	8.16605e-12	7.00568e-12	6.84618e-12	1.36147e-15	6.65998e-12	1.35799e-18	6.72593e-12	6.74123e-12	1.39943e-15	1.77503e-14	1.41705e-14	3.32671e-22	1.50685e-15	1.86882e-20	0	
1.27008e+07	156512	151699	151443	0.131856	1.98162e-07	9.69016e-12	8.36929e-12	8.18472e-12	1.6231e-15	7.94651e-12	1.66192e-18	8.05347e-12	7.65978e-12	1.60268e-15	2.22518e-14	1.79538e-14	4.17096e-22	2.0037e-15	2.3695e-20	0	
1.33056e+07	156512	152109	151857	0.139963	2.2165e-07	1.14e-11	9.90641e-12	9.69519e-12	1.91888e-15	9.39915e-12	2.01156e-18	9.5485e-12	8.60139e-12	1.81287e-15	2.75811e-14	2.24711e-14	5.17134e-22	2.62546e-15	2.96802e-20	0	
1.39104e+07	156512	152444	152195	0.14809	2.4654e-07	1.3307e-11	1.16282e-11	1.13863e-11	2.25273e-15	1.10338e-11	2.39242e-18	1.12118e-11	9.73245e-12	2.05947e-15	3.38367e-14	2.78158e-14	6.34644e-22	3.39456e-15	3.67591e-20	0	
1.45152e+07	156512	152717	152471	0.156234	2.72836e-07	1.54225e-11	1.35459e-11	1.32656e-11	2.62921e-15	1.28683e-11	2.78192e-18	1.30399e-11	1.12978e-11	2.38592e-15	4.11222e-14	3.40869e-14	7.7156e-22	4.33598e-15	4.50482e-20	0	
1.512e+07	156512	152941	152697	0.164391	3.00541e-07	1.77581e-11	1.56706e-11	1.53394e-11	3.05367e-15	1.49228e-11	3.14828e-18	1.50246e-11	1.3632e-11	2.85171e-15	4.95471e-14	4.13898e-14	9.29879e-22	5.4773e-15	5.46636e-20	0	
1.57248e+07	156512	153124	152882	0.172559	3.29657e-07	2.03253e-11	1.80138e-11	1.76143e-11	3.51817e-15	1.71796e-11	3.49077e-18	1.72093e-11	1.69466e-11	3.51129e-15	5.92331e-14	4.98358e-14	1.11144e-21	6.84892e-15	6.57216e-20	0	
1.63296e+07	156512	153274	153033	0.180735	3.60185e-07	2.31355e-11	2.05866e-11	2.01202e-11	4.01708e-15	1.96247e-11	3.93719e-18	1.96622e-11	1.99903e-11	4.13774e-15	7.03104e-14	5.95422e-14	1.31896e-21	8.48406e-15	7.84612e-20	0	
1.69344e+07	156512	153396	153157	0.188919	3.92127e-07	2.62003e-11	2.34005e-11	2.28722e-11	4.55922e-15	2.22878e-11	4.49828e-18	2.23743e-11	2.2568e-11	4.68501e-15	8.2906e-14	7.06325e-14	1.55517e-21	1.0419e-14	9.30727e-20	0	
1.75392e+07	156512	153496	153258	0.197109	4.25484e-07	2.95312e-11	2.64666e-11	2.58797e-11	5.14833e-15	2.51841e-11	5.16365e-18	2.53481e-11	2.48045e-11	5.17489e-15	9.71548e-14	8.32361e-14	1.82266e-21	1.26929e-14	1.09725e-19	0	
1.8144e+07	156512	153578	153341	0.205304	4.60256e-07	3.31397e-11	2.97964e-11	2.91509e-11	5.78889e-15	2.83313e-11	5.91375e-18	2.85814e-11	2.69131e-11	5.64504e-15	1.13197e-13	9.74884e-14	2.12408e-21	1.53484e-14	1.28585e-19	0	
1.87488e+07	156512	153645	153408	0.213503	4.96445e-07	3.70374e-11	3.3401e-11	3.26926e-11	6.48619e-15	3.17495e-11	6.71879e-18	3.20668e-11	2.92074e-11	6.151e-15	1.31178e-13	1.13531e-13	2.46212e-21	1.84312e-14	1.4982e-19	0	
1.93536e+07	156512	153699	153464	0.221706	5.34052e-07	4.12358e-11	3.72919e-11	3.65097e-11	7.24646e-15	3.54616e-11	7.53755e-18	3.5791e-11	3.21123e-11	6.76825e-15	1.5125e-13	1.31511e-13	2.83947e-21	2.19905e-14	1.7359e-19	0	
1.99584e+07	156512	153744	153509	0.22991	5.73076e-07	4.57465e-11	4.14803e-11	4.06056e-11	8.07692e-15	3.94937e-11	8.31622e-18	3.97342e-11	3.61756e-11	7.59421e-15	1.73567e-13	1.51583e-13	3.25886e-21	2.60788e-14	2.00048e-19	0	
2.05632e+07	156512	153780	153546	0.238118	6.13519e-07	5.0581e-11	4.59775e-11	4.49805e-11	8.98097e-15	4.3861e-11	8.99225e-18	4.38872e-11	4.21059e-11	8.76226e-15	1.98296e-13	1.73906e-13	3.7228e-21	3.07524e-14	2.29327e-19	0	
2.1168e+07	156512	153810	153576	0.246326	6.5538e-07	5.57509e-11	5.07951e-11	4.96623e-11	9.91916e-15	4.84528e-11	9.75607e-18	4.84451e-11	4.85226e-11	1.00677e-14	2.25629e-13	1.98645e-13	4.23447e-21	3.60711e-14	2.6172e-19	0	
2.17728e+07	156512	153835	153600	0.254537	6.9866e-07	6.12678e-11	5.59443e-11	5.46901e-11	1.09141e-14	5.33359e-11	1.07263e-17	5.33807e-11	5.38046e-11	1.11741e-14	2.55739e-13	2.25974e-13	4.79903e-21	4.20983e-14	2.97657e-19	0	
2.23776e+07	156512	153855	153621	0.262748	7.43359e-07	6.71431e-11	6.14365e-11	6.00717e-11	1.19708e-14	5.85293e-11	1.18791e-17	5.86892e-11	5.82053e-11	1.21261e-14	2.88809e-13	2.56069e-13	5.41993e-21	4.89015e-14	3.3736e-19	0	
2.29824e+07	156512	153871	153637	0.270961	7.89477e-07	7.33885e-11	6.72831e-11	6.58127e-11	1.30951e-14	6.40553e-11	1.31781e-17	6.43594e-11	6.21e-11	1.29901e-14	3.25026e-13	2.89114e-13	6.10065e-21	5.65519e-14	3.81047e-19	0	
2.35872e+07	156512	153884	153651	0.279174	8.37014e-07	8.00156e-11	7.34953e-11	7.19172e-11	1.42942e-14	6.99393e-11	1.45733e-17	7.03731e-11	6.59972e-11	1.38564e-14	3.64583e-13	3.253e-13	6.8446e-21	6.51246e-14	4.28925e-19	0	
2.4192e+07	156512	153895	153662	0.287388	8.85971e-07	8.70359e-11	8.00845e-11	7.83869e-11	1.55762e-14	7.62102e-11	1.6e-17	7.67045e-11	7.05498e-11	1.48409e-14	4.07678e-13	3.64822e-13	7.65515e-21	7.46988e-14	4.81186e-19	0	
2.47968e+07	156512	153904	153671	0.295603	9.36348e-07	9.44609e-11	8.70619e-11	8.52213e-11	1.69506e-14	8.29009e-11	1.73773e-17	8.33197e-11	7.65668e-11	1.60878e-14	4.54515e-13	4.07882e-13	8.53558e-21	8.53578e-14	5.38005e-19	0	
2.54016e+07	156512	153912	153678	0.303818	9.88144e-07	1.02302e-10	9.4439e-11	9.24172e-11	1.84282e-14	9.00482e-11	1.86076e-17	9.01763e-11	8.50239e-11	1.77709e-14	5.053e-13	4.54688e-13	9.48904e-21	9.7189e-14	5.99537e-19	0	
2.60064e+07	156512	153918	153684	0.312033	1.04136e-06	1.10572e-10	1.02227e-10	9.99779e-11	1.99692e-14	9.75429e-11	1.97393e-17	9.74352e-11	9.61195e-11	1.99864e-14	5.60275e-13	5.05454e-13	1.05181e-20	1.10284e-13	6.65948e-19	0	
2.66112e+07	156512	153922	153689	0.320248	1.096e-06	1.1928e-10	1.10438e-10	1.07979e-10	2.15611e-14	1.05347e-10	2.118e-17	1.05257e-10	1.05618e-10	2.19494e-14	6.1968e-13	5.60401e-13	1.16312e-20	1.24739e-13	7.38055e-19	0	
2.7216e+07	156512	153926	153693	0.328464	1.15205e-06	1.2844e-10	1.19082e-10	1.16438e-10	2.32272e-14	1.13532e-10	2.2918e-17	1.1358e-10	1.1333e-10	2.35945e-14	6.83741e-13	6.19755e-13	1.28336e-20	1.40654e-13	8.16238e-19	0	
2.78208e+07	156512	153930	153696	0.33668	1.20953e-06	1.38063e-10	1.28172e-10	1.25357e-10	2.49754e-14	1.22125e-10	2.48951e-17	1.22381e-10	1.1984e-10	2.50254e-14	7.5269e-13	6.83747e-13	1.41294e-20	1.58134e-13	9.00751e-19	0	
2.84256e+07	156512	153932	153699	0.344896	1.26842e-06	1.48159e-10	1.37718e-10	1.34736e-10	2.68149e-14	1.31159e-10	2.70362e-17	1.31628e-10	1.25899e-10	2.63757e-14	8.26769e-13	7.52617e-13	1.55229e-20	1.77288e-13	9.91829e-19	0	
2.90304e+07	156512	153935	153701	0.353113	1.32874e-06	1.58742e-10	1.47733e-10	1.44574e-10	2.87561e-14	1.40669e-10	2.92483e-17	1.41281e-10	1.32437e-10	2.78107e-14	9.0622e-13	8.26607e-13	1.70177e-20	1.98229e-13	1.08968e-18	0	
2.96352e+07	156512	153936	153703	0.361329	1.39048e-06	1.69822e-10	1.58226e-10	1.54865e-10	3.08112e-14	1.50696e-10	3.14186e-17	1.5129e-10	1.40572e-10	2.95297e-14	9.91294e-13	9.05968e-13	1.86176e-20	2.21076e-13	1.19449e-18	0	
3.024e+07	156512	153938	153705	0.369546	1.45363e-06	1.8141e-10	1.69209e-10	1.65602e-10	3.29939e-14	1.61286e-10	3.34143e-17	1.61593e-10	1.51621e-10	3.17677e-14	1.08225e-12	9.90956e-13	2.03261e-20	2.45951e-13	1.3064e-18	0	
3.08448e+07	156512	153939	153706	0.377762	1.51821e-06	1.93519e-10	1.80695e-10	1.76769e-10	3.53003e-14	1.72435e-10	3.51058e-17	1.72189e-10	1.67154e-10	3.48317e-14	1.17934e-12	1.08183e-12	2.21456e-20	2.72983e-13	1.42547e-18	0	
3.14496e+07	156512	153940	153707	0.385979	1.5842e-06	2.06161e-10	1.92694e-10	1.88435e-10	3.76359e-14	1.8387e-10	3.70311e-17	1.83541e-10	1.82862e-10	3.80363e-14	1.28291e-12	1.17887e-12	2.40841e-20	3.02302e-13	1.55253e-18	0	
3.20544e+07	156512	153941	153708	0.394195	1.65162e-06	2.19345e-10	2.05217e-10	2.00669e-10	4.00555e-14	1.95747e-10	3.94138e-17	1.95542e-10	1.95422e-10	4.06768e-14	1.39321e-12	1.28233e-12	2.61531e-20	3.34047e-13	1.68859e-18	0	
3.26592e+07	156512	153941	153708	0.402412	1.72045e-06	2.33085e-10	2.18277e-10	2.13469e-10	4.25691e-14	2.08101e-10	4.21692e-17	2.08156e-10	2.05677e-10	4.29031e-14	1.51054e-12	1.39251e-12	2.83574e-20	3.68358e-13	1.83392e-18	0	
3.3264e+07	156512	153942	153709	0.410629	1.79071e-06	2.47392e-10	2.31884e-10	2.26833e-10	4.51882e-14	2.20971e-10	4.51922e-17	2.21335e-10	2.14668e-10	4.49004e-14	1.63517e-12	1.50969e-12	3.07015e-20	4.05382e-13	1.98879e-18	0	
3.38688e+07	156512	153942	153709	0.418846	1.86238e-06	2.62277e-10	2.4605e-10	2.40753e-10	4.79262e-14	2.34401e-10	4.83564e-17	2.35022e-10	2.23649e-10	4.6892e-14	1.76739e-12	1.63416e-12	3.31897e-20	4.45271e-13	2.15339e-18	0	
3.44736e+07	156512	153943	153710	0.427062	1.93548e-06	2.77752e-10	2.60786e-10	2.55219e-10	5.07981e-14	2.48441e-10	5.15126e-17	2.49148e-10	2.34095e-10	4.91409e-14	1.9075e-12	1.76622e-12	3.58258e-20	4.8818e-13	2.3279e-18	0	
3.50784e+07	156512	153943	153710	0.435279	2.01e-06	2.93828e-10	2.76103e-10	2.70217e-10	5.38207e-14	2.63147e-10	5.44876e-17	2.6363e-10	2.47715e-10	5.19521e-14	2.0558e-12	1.90617e-12	3.86133e-20	5.34271e-13	2.51243e-18	0	
3.56832e+07	156512	153943	153710	0.443496	2.08593e-06	3.10518e-10	2.92013e-10	2.8573e-10	5.70129e-14	2.78579e-10	5.70834e-17	2.78376e-10	2.66461e-10	5.56743e-14	2.2126e-12	2.05432e-12	4.15552e-20	5.8371e-13	2.70704e-18	0	
3.6288e+07	156512	153944	153710	0.451713	2.16329e-06	3.27832e-10	3.08527e-10	3.01761e-10	6.02728e-14	2.94451e-10	5.94907e-17	2.93786e-10	2.89995e-10	6.03877e-14	2.37825e-12	2.21098e-12	4.46544e-20	6.36669e-13	2.91192e-18	0	
3.68928e+07	156512	153944	153710	0.45993	2.24206e-06	3.45782e-10	3.25656e-10	3.1846e-10	6.35926e-14	3.10729e-10	6.25301e-17	3.10109e-10	3.09423e-10	6.44142e-14	2.55313e-12	2.37649e-12	4.79315e-20	6.93322e-13	3.12914e-18	0	
3.74976e+07	156512	153944	153711	0.468147	2.32226e-06	3.6438e-10	3.43413e-10	3.35841e-10	6.7015e-14	3.27543e-10	6.61256e-17	3.27202e-10	3.24943e-10	6.77358e-14	2.73754e-12	2.55117e-12	5.13942e-20	7.53853e-13	3.35924e-18	0	
3.81024e+07	156512	153944	153711	0.476363	2.40388e-06	3.83637e-10	3.61808e-10	3.53894e-10	7.05545e-14	3.4494e-10	7.01373e-17	3.45e-10	3.37938e-10	7.05985e-14	2.93181e-12	2.73536e-12	5.50474e-20	8.18446e-13	3.60246e-18	0	
3.87072e+07	156512	153944	153711	0.48458	2.48691e-06	4.03566e-10	3.80852e-10	3.72607e-10	7.42274e-14	3.62973e-10	7.44005e-17	3.63426e-10	3.50031e-10	7.32921e-14	3.13629e-12	2.92938e-12	5.88954e-20	8.87294e-13	3.85898e-18	0	
3.9312e+07	156512	153944	153711	0.492797	2.57137e-06	4.24176e-10	4.00558e-10	3.91964e-10	7.8052e-14	3.81702e-10	7.87244e-17	3.82389e-10	3.63103e-10	7.6152e-14	3.3513e-12	3.13359e-12	6.2942e-20	9.60593e-13	4.12894e-18	0	
3.99168e+07	156512	153944	153711	0.501014	2.65725e-06	4.45481e-10	4.20935e-10	4.11944e-10	8.20489e-14	4.01194e-10	8.28909e-17	4.01785e-10	3.79301e-10	7.95615e-14	3.57721e-12	3.34835e-12	6.71905e-20	1.03855e-12	4.41239e-18	0	
4.05216e+07	156512	153944	153711	0.509231	2.74454e-06	4.67491e-10	4.41996e-10	4.32523e-10	8.62406e-14	4.21522e-10	8.66538e-17	4.21495e-10	4.0105e-10	8.39539e-14	3.81434e-12	3.574e-12	7.16436e-20	1.12136e-12	4.70934e-18	0	
4.11264e+07	156512	153944	153711	0.517448	2.83326e-06	4.90219e-10	4.63752e-10	4.53668e-10	9.06031e-14	4.42625e-10	8.98165e-17	4.41567e-10	4.31002e-10	8.98705e-14	4.06309e-12	3.8109e-12	7.63015e-20	1.20924e-12	5.01957e-18	0	
4.17312e+07	156512	153944	153711	0.525665	2.9234e-06	5.13675e-10	4.86214e-10	4.75515e-10	9.49733e-14	4.64025e-10	9.34678e-17	4.62829e-10	4.5989e-10	9.57776e-14	4.32392e-12	4.05944e-12	8.11835e-20	1.30241e-12	5.34506e-18	0	
4.2336e+07	156512	153944	153711	0.533881	3.01495e-06	5.37871e-10	5.09394e-10	4.98167e-10	9.94508e-14	4.86007e-10	9.79176e-17	4.85047e-10	4.82681e-10	1.00583e-13	4.59718e-12	4.31999e-12	8.63105e-20	1.4011e-12	5.68771e-18	0	
4.29408e+07	156512	153944	153711	0.542098	3.10793e-06	5.62819e-10	5.33304e-10	5.21608e-10	1.04053e-13	5.08627e-10	1.02986e-16	5.08135e-10	5.01143e-10	1.04601e-13	4.88325e-12	4.59293e-12	9.16874e-20	1.50553e-12	6.04775e-18	0	
4.35456e+07	156512	153944	153711	0.550315	3.20233e-06	5.88531e-10	5.57954e-10	5.4582e-10	1.088e-13	5.3195e-10	1.08466e-16	5.31994e-10	5.1732e-10	1.08198e-13	5.18251e-12	4.87865e-12	9.73184e-20	1.61593e-12	6.42531e-18	0	
4.41504e+07	156512	153944	153711	0.558532	3.29814e-06	6.15018e-10	5.83355e-10	5.7078e-10	1.13715e-13	5.56047e-10	1.14119e-16	5.56508e-10	5.33546e-10	1.1179e-13	5.49534e-12	5.17753e-12	1.03207e-19	1.73254e-12	6.82047e-18	0	
4.47552e+07	156512	153944	153711	0.566749	3.39538e-06	6.42291e-10	6.0952e-10	5.96461e-10	1.1882e-13	5.80997e-10	1.19678e-16	5.81549e-10	5.52455e-10	1.15846e-13	5.82214e-12	5.48998e-12	1.09356e-19	1.85561e-12	7.23319e-18	0	
4.536e+07	156512	153944	153711	0.574966	3.49404e-06	6.70363e-10	6.36459e-10	6.22831e-10	1.24143e-13	6.06884e-10	1.24844e-16	6.06971e-10	5.76989e-10	1.20894e-13	6.1633e-12	5.8164e-12	1.15767e-19	1.98539e-12	7.66338e-18	0	
4.59648e+07	156512	153944	153711	0.583183	3.59411e-06	6.99244e-10	6.64183e-10	6.49853e-10	1.29714e-13	6.33803e-10	1.29284e-16	6.3261e-10	6.10415e-10	1.27516e-13	6.51921e-12	6.15721e-12	1.22442e-19	2.12212e-12	8.11083e-18	0	
4.65696e+07	156512	153944	153711	0.5914	3.69561e-06	7.28946e-10	6.92704e-10	6.77542e-10	1.3533e-13	6.61174e-10	1.33473e-16	6.59273e-10	6.50928e-10	1.35655e-13	6.8904e-12	6.51281e-12	1.29384e-19	2.26608e-12	8.5758e-18	0	
4.71744e+07	156512	153944	153711	0.599616	3.79853e-06	7.59482e-10	7.22035e-10	7.06146e-10	1.41012e-13	6.89042e-10	1.38734e-16	6.87236e-10	6.83569e-10	1.42437e-13	7.27731e-12	6.88364e-12	1.36636e-19	2.41752e-12	9.06258e-18	0	
4.77792e+07	156512	153944	153711	0.607833	3.90286e-06	7.90862e-10	7.52186e-10	7.35667e-10	1.46823e-13	7.17591e-10	1.4488e-16	7.16263e-10	7.09447e-10	1.4799e-13	7.68037e-12	7.27013e-12	1.44207e-19	2.57673e-12	9.57174e-18	0	
4.8384e+07	156512	153944	153711	0.61605	4.00862e-06	8.23097e-10	7.83168e-10	7.66078e-10	1.52786e-13	7.46898e-10	1.51654e-16	7.46231e-10	7.31074e-10	1.52763e-13	8.09999e-12	7.67271e-12	1.521e-19	2.74396e-12	1.01033e-17	0	
4.89888e+07	156512	153944	153711	0.624267	4.1158e-06	8.56201e-10	8.14993e-10	7.9735e-10	1.58928e-13	7.77045e-10	1.58769e-16	7.76999e-10	7.51287e-10	1.57263e-13	8.53659e-12	8.09181e-12	1.60318e-19	2.91952e-12	1.06574e-17	0	
4.95936e+07	156512	153944	153711	0.632484	4.2244e-06	8.90183e-10	8.47671e-10	8.29447e-10	1.65276e-13	8.08125e-10	1.65902e-16	8.08409e-10	7.73251e-10	1.62055e-13	8.99062e-12	8.52789e-12	1.68864e-19	3.10368e-12	1.12337e-17	0	
5.01984e+07	156512	153944	153711	0.640701	4.33441e-06	9.25056e-10	8.81215e-10	8.6233e-10	1.71863e-13	8.40236e-10	1.72695e-16	8.40287e-10	8.00477e-10	1.67766e-13	9.46251e-12	8.9814e-12	1.77739e-19	3.29673e-12	1.1832e-17	0	
5.08032e+07	156512	153944	153711	0.648918	4.44585e-06	9.60831e-10	9.15635e-10	8.95952e-10	1.78723e-13	8.73488e-10	1.78755e-16	8.72437e-10	8.36834e-10	1.7509e-13	9.9527e-12	9.45278e-12	1.86941e-19	3.49898e-12	1.24521e-17	0	
5.1408e+07	156512	153944	153711	0.657135	4.55871e-06	9.97521e-10	9.50942e-10	9.30257e-10	1.85792e-13	9.07704e-10	1.83842e-16	9.05032e-10	8.86111e-10	1.84838e-13	1.04617e-11	9.94251e-12	1.96468e-19	3.71073e-12	1.30931e-17	0	
5.20128e+07	156512	153944	153711	0.665351	4.67299e-06	1.03514e-09	9.8715e-10	9.65486e-10	1.92832e-13	9.4219e-10	1.89805e-16	9.39329e-10	9.31847e-10	1.94211e-13	1.09901e-11	1.04511e-11	2.06359e-19	3.93229e-12	1.37592e-17	0	
5.26176e+07	156512	153944	153711	0.673568	4.78868e-06	1.07369e-09	1.02427e-09	1.00177e-09	2e-13	9.77384e-10	1.96992e-16	9.74919e-10	9.67666e-10	2.01782e-13	1.15383e-11	1.09789e-11	2.16648e-19	4.16397e-12	1.44536e-17	0	
5.32224e+07	156512	153944	153711	0.681785	4.9058e-06	1.11319e-09	1.06231e-09	1.03907e-09	2.07323e-13	1.01338e-09	2.05092e-16	1.01165e-09	9.96597e-10	2.08094e-13	1.21069e-11	1.15266e-11	2.27337e-19	4.4061e-12	1.5176e-17	0	
5.38272e+07	156512	153944	153711	0.690002	5.02434e-06	1.15365e-09	1.10128e-09	1.07736e-09	2.14833e-13	1.05026e-09	2.13763e-16	1.04936e-09	1.02202e-09	2.13751e-13	1.26963e-11	1.20945e-11	2.38429e-19	4.659e-12	1.59264e-17	0	
5.4432e+07	156512	153944	153711	0.698219	5.1443e-06	1.19508e-09	1.1412e-09	1.11658e-09	2.22561e-13	1.08815e-09	2.2262e-16	1.08785e-09	1.04769e-09	2.19422e-13	1.33069e-11	1.26831e-11	2.49925e-19	4.923e-12	1.67045e-17	0	
5.50368e+07	156512	153944	153711	0.706436	5.26568e-06	1.23749e-09	1.18208e-09	1.1567e-09	2.30545e-13	1.12715e-09	2.31245e-16	1.12692e-09	1.07774e-09	2.25847e-13	1.39392e-11	1.3293e-11	2.61823e-19	5.19845e-12	1.751e-17	0	
5.56416e+07	156512	153944	153711	0.714653	5.38847e-06	1.2809e-09	1.22392e-09	1.19764e-09	2.38823e-13	1.16739e-09	2.39176e-16	1.16634e-09	1.11666e-09	2.33832e-13	1.45938e-11	1.39247e-11	2.74123e-19	5.48567e-12	1.83421e-17	0	
5.62464e+07	156512	153944	153711	0.722869	5.51269e-06	1.32532e-09	1.26674e-09	1.23936e-09	2.47439e-13	1.20901e-09	2.45913e-16	1.20587e-09	1.16939e-09	2.44258e-13	1.52711e-11	1.45786e-11	2.8682e-19	5.78503e-12	1.92003e-17	0	
5.68512e+07	156512	153944	153711	0.731086	5.63833e-06	1.37075e-09	1.31055e-09	1.2819e-09	2.56041e-13	1.25098e-09	2.52415e-16	1.24691e-09	1.23124e-09	2.56723e-13	1.59718e-11	1.52554e-11	2.99923e-19	6.09687e-12	2.00851e-17	0	
5.7456e+07	156512	153944	153711	0.739303	5.76539e-06	1.41722e-09	1.35537e-09	1.32562e-09	2.64719e-13	1.29355e-09	2.60539e-16	1.28966e-09	1.2802e-09	2.66919e-13	1.66965e-11	1.59554e-11	3.13508e-19	6.42156e-12	2.10043e-17	0	
